Año,Mes,Grupo,Subgrupo,Indicador_grup,Indicador
2019,Noviembre,Alimentos y No alimentos,Alimentos,-0.04049004,Incidencia anual
2019,Diciembre,Alimentos y No alimentos,Alimentos,104.6636975,Índice
2019,Diciembre,Alimentos y No alimentos,Alimentos,-0.46,Variación mensual
2019,Diciembre,Alimentos y No alimentos,Alimentos,-0.63,Variación anual
2019,Diciembre,Alimentos y No alimentos,Alimentos,-0.63,Variación acumulada
2019,Diciembre,Alimentos y No alimentos,Alimentos,-0.053871781,Incidencia mensual
2019,Diciembre,Alimentos y No alimentos,Alimentos,-0.091470489,Incidencia anual
2020,Enero,Alimentos y No alimentos,Alimentos,105.7520891,Índice
2020,Enero,Alimentos y No alimentos,Alimentos,1.04,Variación mensual
2020,Enero,Alimentos y No alimentos,Alimentos,-0.73,Variación anual
2020,Enero,Alimentos y No alimentos,Alimentos,1.04,Variación acumulada
2020,Enero,Alimentos y No alimentos,Alimentos,0.227127644,Incidencia mensual
2020,Enero,Alimentos y No alimentos,Alimentos,-0.164803252,Incidencia anual
2020,Febrero,Alimentos y No alimentos,Alimentos,105.2312067,Índice
2020,Febrero,Alimentos y No alimentos,Alimentos,-0.49,Variación mensual
2020,Febrero,Alimentos y No alimentos,Alimentos,-1.07,Variación anual
2020,Febrero,Alimentos y No alimentos,Alimentos,0.54,Variación acumulada
2020,Febrero,Alimentos y No alimentos,Alimentos,-0.110892203,Incidencia mensual
2020,Febrero,Alimentos y No alimentos,Alimentos,-0.228367275,Incidencia anual
2020,Marzo,Alimentos y No alimentos,Alimentos,106.3455902,Índice
2020,Marzo,Alimentos y No alimentos,Alimentos,1.06,Variación mensual
2020,Marzo,Alimentos y No alimentos,Alimentos,0.35,Variación anual
2020,Marzo,Alimentos y No alimentos,Alimentos,1.61,Variación acumulada
2020,Marzo,Alimentos y No alimentos,Alimentos,0.203250139,Incidencia mensual
2020,Marzo,Alimentos y No alimentos,Alimentos,0.078331315,Incidencia anual
2020,Abril,Alimentos y No alimentos,Alimentos,110.8841759,Índice
2020,Abril,Alimentos y No alimentos,Alimentos,4.27,Variación mensual
2020,Abril,Alimentos y No alimentos,Alimentos,4.57,Variación anual
2020,Abril,Alimentos y No alimentos,Alimentos,5.94,Variación acumulada
2020,Abril,Alimentos y No alimentos,Alimentos,0.96582043,Incidencia mensual
2020,Abril,Alimentos y No alimentos,Alimentos,1.012687422,Incidencia anual
2020,Mayo,Alimentos y No alimentos,Alimentos,109.1295957,Índice
2020,Mayo,Alimentos y No alimentos,Alimentos,-1.58,Variación mensual
2020,Mayo,Alimentos y No alimentos,Alimentos,3.4,Variación anual
2020,Mayo,Alimentos y No alimentos,Alimentos,4.27,Variación acumulada
2020,Mayo,Alimentos y No alimentos,Alimentos,-0.28508302,Incidencia mensual
2020,Mayo,Alimentos y No alimentos,Alimentos,0.754068585,Incidencia anual
2020,Junio,Alimentos y No alimentos,Alimentos,108.298457,Índice
2020,Junio,Alimentos y No alimentos,Alimentos,-0.76,Variación mensual
2020,Junio,Alimentos y No alimentos,Alimentos,3.25,Variación anual
2020,Junio,Alimentos y No alimentos,Alimentos,3.47,Variación acumulada
2020,Junio,Alimentos y No alimentos,Alimentos,-0.175568766,Incidencia mensual
2020,Junio,Alimentos y No alimentos,Alimentos,0.409628843,Incidencia anual
2020,Julio,Alimentos y No alimentos,Alimentos,106.6983449,Índice
2020,Julio,Alimentos y No alimentos,Alimentos,-1.48,Variación mensual
2020,Julio,Alimentos y No alimentos,Alimentos,1.2,Variación anual
2020,Julio,Alimentos y No alimentos,Alimentos,1.94,Variación acumulada
2020,Julio,Alimentos y No alimentos,Alimentos,-0.340113874,Incidencia mensual
2020,Julio,Alimentos y No alimentos,Alimentos,0.067211162,Incidencia anual
2020,Agosto,Alimentos y No alimentos,Alimentos,105.7224136,Índice
2020,Agosto,Alimentos y No alimentos,Alimentos,-0.91,Variación mensual
2020,Agosto,Alimentos y No alimentos,Alimentos,0.48,Variación anual
2020,Agosto,Alimentos y No alimentos,Alimentos,1.01,Variación acumulada
2020,Agosto,Alimentos y No alimentos,Alimentos,-0.208719049,Incidencia mensual
2020,Agosto,Alimentos y No alimentos,Alimentos,0.011760102,Incidencia anual
2020,Septiembre,Alimentos y No alimentos,Alimentos,104.8851158,Índice
2020,Septiembre,Alimentos y No alimentos,Alimentos,-0.79,Variación mensual
2020,Septiembre,Alimentos y No alimentos,Alimentos,-0.3,Variación anual
2020,Septiembre,Alimentos y No alimentos,Alimentos,0.21,Variación acumulada
2020,Septiembre,Alimentos y No alimentos,Alimentos,-0.159186849,Incidencia mensual
2020,Septiembre,Alimentos y No alimentos,Alimentos,-0.067978304,Incidencia anual
2020,Octubre,Alimentos y No alimentos,Alimentos,104.5234214,Índice
2020,Octubre,Alimentos y No alimentos,Alimentos,-0.34,Variación mensual
2020,Octubre,Alimentos y No alimentos,Alimentos,-1.67,Variación anual
2020,Octubre,Alimentos y No alimentos,Alimentos,-0.13,Variación acumulada
2020,Octubre,Alimentos y No alimentos,Alimentos,-0.077727335,Incidencia mensual
2020,Octubre,Alimentos y No alimentos,Alimentos,-0.375508442,Incidencia anual
2020,Noviembre,Alimentos y No alimentos,Alimentos,104.8663077,Índice
2020,Noviembre,Alimentos y No alimentos,Alimentos,0.33,Variación mensual
2020,Noviembre,Alimentos y No alimentos,Alimentos,-0.27,Variación anual
2020,Noviembre,Alimentos y No alimentos,Alimentos,0.19,Variación acumulada
2020,Noviembre,Alimentos y No alimentos,Alimentos,0.034850981,Incidencia mensual
2020,Noviembre,Alimentos y No alimentos,Alimentos,-0.060253023,Incidencia anual
2020,Diciembre,Alimentos y No alimentos,Alimentos,104.6026442,Índice
2020,Diciembre,Alimentos y No alimentos,Alimentos,-0.25,Variación mensual
2020,Diciembre,Alimentos y No alimentos,Alimentos,-0.06,Variación anual
2020,Diciembre,Alimentos y No alimentos,Alimentos,-0.06,Variación acumulada
2020,Diciembre,Alimentos y No alimentos,Alimentos,-0.037949355,Incidencia mensual
2020,Diciembre,Alimentos y No alimentos,Alimentos,-0.013027308,Incidencia anual
2021,Enero,Alimentos y No alimentos,Alimentos,104.9691426,Índice
2021,Enero,Alimentos y No alimentos,Alimentos,0.35,Variación mensual
2021,Enero,Alimentos y No alimentos,Alimentos,-0.74,Variación anual
2021,Enero,Alimentos y No alimentos,Alimentos,0.35,Variación acumulada
2021,Enero,Alimentos y No alimentos,Alimentos,0.078938536,Incidencia mensual
2021,Enero,Alimentos y No alimentos,Alimentos,-0.166683811,Incidencia anual
2021,Febrero,Alimentos y No alimentos,Alimentos,105.3349584,Índice
2021,Febrero,Alimentos y No alimentos,Alimentos,0.35,Variación mensual
2021,Febrero,Alimentos y No alimentos,Alimentos,0.1,Variación anual
2021,Febrero,Alimentos y No alimentos,Alimentos,0.7,Variación acumulada
2021,Febrero,Alimentos y No alimentos,Alimentos,0.078700114,Incidencia mensual
2021,Febrero,Alimentos y No alimentos,Alimentos,0.00057564,Incidencia anual
2021,Marzo,Alimentos y No alimentos,Alimentos,105.9182053,Índice
2021,Marzo,Alimentos y No alimentos,Alimentos,0.55,Variación mensual
2021,Marzo,Alimentos y No alimentos,Alimentos,-0.4,Variación anual
2021,Marzo,Alimentos y No alimentos,Alimentos,1.26,Variación acumulada
2021,Marzo,Alimentos y No alimentos,Alimentos,0.125371602,Incidencia mensual
2021,Marzo,Alimentos y No alimentos,Alimentos,-0.0909484,Incidencia anual
2021,Abril,Alimentos y No alimentos,Alimentos,106.0557358,Índice
2021,Abril,Alimentos y No alimentos,Alimentos,0.13,Variación mensual
2021,Abril,Alimentos y No alimentos,Alimentos,-4.35,Variación anual
2021,Abril,Alimentos y No alimentos,Alimentos,1.39,Variación acumulada
2021,Abril,Alimentos y No alimentos,Alimentos,0.029511043,Incidencia mensual
2021,Abril,Alimentos y No alimentos,Alimentos,-1.017302333,Incidencia anual
2021,Mayo,Alimentos y No alimentos,Alimentos,105.6528981,Índice
2021,Mayo,Alimentos y No alimentos,Alimentos,-0.38,Variación mensual
2021,Mayo,Alimentos y No alimentos,Alimentos,-3.19,Variación anual
2021,Mayo,Alimentos y No alimentos,Alimentos,1,Variación acumulada
2021,Mayo,Alimentos y No alimentos,Alimentos,-0.029027503,Incidencia mensual
2021,Mayo,Alimentos y No alimentos,Alimentos,-0.734413521,Incidencia anual
2021,Junio,Alimentos y No alimentos,Alimentos,104.5415752,Índice
2021,Junio,Alimentos y No alimentos,Alimentos,-1.05,Variación mensual
2021,Junio,Alimentos y No alimentos,Alimentos,-3.47,Variación anual
2021,Junio,Alimentos y No alimentos,Alimentos,-0.06,Variación acumulada
2021,Junio,Alimentos y No alimentos,Alimentos,-0.188385936,Incidencia mensual
2021,Junio,Alimentos y No alimentos,Alimentos,-0.701641626,Incidencia anual
2021,Julio,Alimentos y No alimentos,Alimentos,105.7950863,Índice
2021,Julio,Alimentos y No alimentos,Alimentos,1.2,Variación mensual
2021,Julio,Alimentos y No alimentos,Alimentos,-0.85,Variación anual
2021,Julio,Alimentos y No alimentos,Alimentos,1.14,Variación acumulada
2021,Julio,Alimentos y No alimentos,Alimentos,0.268288182,Incidencia mensual
2021,Julio,Alimentos y No alimentos,Alimentos,-0.04463319,Incidencia anual
2021,Agosto,Alimentos y No alimentos,Alimentos,105.6524248,Índice
2021,Agosto,Alimentos y No alimentos,Alimentos,-0.13,Variación mensual
2021,Agosto,Alimentos y No alimentos,Alimentos,-0.07,Variación anual
2021,Agosto,Alimentos y No alimentos,Alimentos,1,Variación acumulada
2021,Agosto,Alimentos y No alimentos,Alimentos,-0.005234833,Incidencia mensual
2021,Agosto,Alimentos y No alimentos,Alimentos,-0.000244448,Incidencia anual
2021,Septiembre,Alimentos y No alimentos,Alimentos,105.3596528,Índice
2021,Septiembre,Alimentos y No alimentos,Alimentos,-0.28,Variación mensual
2021,Septiembre,Alimentos y No alimentos,Alimentos,0.45,Variación anual
2021,Septiembre,Alimentos y No alimentos,Alimentos,0.72,Variación acumulada
2021,Septiembre,Alimentos y No alimentos,Alimentos,-0.027648302,Incidencia mensual
2021,Septiembre,Alimentos y No alimentos,Alimentos,0.101976975,Incidencia anual
2021,Octubre,Alimentos y No alimentos,Alimentos,105.5396513,Índice
2021,Octubre,Alimentos y No alimentos,Alimentos,0.17,Variación mensual
2021,Octubre,Alimentos y No alimentos,Alimentos,0.97,Variación anual
2021,Octubre,Alimentos y No alimentos,Alimentos,0.9,Variación acumulada
2021,Octubre,Alimentos y No alimentos,Alimentos,0.038273076,Incidencia mensual
2021,Octubre,Alimentos y No alimentos,Alimentos,0.218799722,Incidencia anual
2021,Noviembre,Alimentos y No alimentos,Alimentos,105.4875104,Índice
2021,Noviembre,Alimentos y No alimentos,Alimentos,-0.05,Variación mensual
2021,Noviembre,Alimentos y No alimentos,Alimentos,0.59,Variación anual
2021,Noviembre,Alimentos y No alimentos,Alimentos,0.85,Variación acumulada
2021,Noviembre,Alimentos y No alimentos,Alimentos,-0.000320716,Incidencia mensual
2021,Noviembre,Alimentos y No alimentos,Alimentos,0.133759955,Incidencia anual
2021,Diciembre,Alimentos y No alimentos,Alimentos,105.7339776,Índice
2021,Diciembre,Alimentos y No alimentos,Alimentos,0.23,Variación mensual
2021,Diciembre,Alimentos y No alimentos,Alimentos,1.08,Variación anual
2021,Diciembre,Alimentos y No alimentos,Alimentos,1.08,Variación acumulada
2021,Diciembre,Alimentos y No alimentos,Alimentos,0.052110088,Incidencia mensual
2021,Diciembre,Alimentos y No alimentos,Alimentos,0.243673124,Incidencia anual
2022,Enero,Alimentos y No alimentos,Alimentos,107.8106171,Índice
2022,Enero,Alimentos y No alimentos,Alimentos,1.96,Variación mensual
2022,Enero,Alimentos y No alimentos,Alimentos,2.71,Variación anual
2022,Enero,Alimentos y No alimentos,Alimentos,1.96,Variación acumulada
2022,Enero,Alimentos y No alimentos,Alimentos,0.438763653,Incidencia mensual
2022,Enero,Alimentos y No alimentos,Alimentos,0.611303173,Incidencia anual
2022,Febrero,Alimentos y No alimentos,Alimentos,108.1420308,Índice
2022,Febrero,Alimentos y No alimentos,Alimentos,0.31,Variación mensual
2022,Febrero,Alimentos y No alimentos,Alimentos,2.66,Variación anual
2022,Febrero,Alimentos y No alimentos,Alimentos,2.28,Variación acumulada
2022,Febrero,Alimentos y No alimentos,Alimentos,0.069521395,Incidencia mensual
2022,Febrero,Alimentos y No alimentos,Alimentos,0.603393108,Incidencia anual
2022,Marzo,Alimentos y No alimentos,Alimentos,108.2039486,Índice
2022,Marzo,Alimentos y No alimentos,Alimentos,0.06,Variación mensual
2022,Marzo,Alimentos y No alimentos,Alimentos,2.16,Variación anual
2022,Marzo,Alimentos y No alimentos,Alimentos,2.34,Variación acumulada
2022,Marzo,Alimentos y No alimentos,Alimentos,0.012958513,Incidencia mensual
2022,Marzo,Alimentos y No alimentos,Alimentos,0.490470758,Incidencia anual
2022,Abril,Alimentos y No alimentos,Alimentos,108.7186008,Índice
2022,Abril,Alimentos y No alimentos,Alimentos,0.48,Variación mensual
2022,Abril,Alimentos y No alimentos,Alimentos,2.51,Variación anual
2022,Abril,Alimentos y No alimentos,Alimentos,2.82,Variación acumulada
2022,Abril,Alimentos y No alimentos,Alimentos,0.107588379,Incidencia mensual
2022,Abril,Alimentos y No alimentos,Alimentos,0.569404565,Incidencia anual
2022,Mayo,Alimentos y No alimentos,Alimentos,109.8481668,Índice
2022,Mayo,Alimentos y No alimentos,Alimentos,1.038981324,Variación mensual
2022,Mayo,Alimentos y No alimentos,Alimentos,3.970803202,Variación anual
2022,Mayo,Alimentos y No alimentos,Alimentos,3.89107577,Variación acumulada
2022,Mayo,Alimentos y No alimentos,Alimentos,0.234742945,Incidencia mensual
2022,Mayo,Alimentos y No alimentos,Alimentos,0.8963338,Incidencia anual
2022,Junio,Alimentos y No alimentos,Alimentos,112.1407602,Índice
2022,Junio,Alimentos y No alimentos,Alimentos,2.08705661,Variación mensual
2022,Junio,Alimentos y No alimentos,Alimentos,7.269055396,Variación anual
2022,Junio,Alimentos y No alimentos,Alimentos,6.059341333,Variación acumulada
2022,Junio,Alimentos y No alimentos,Alimentos,0.473798752,Incidencia mensual
2022,Junio,Alimentos y No alimentos,Alimentos,1.626448682,Incidencia anual
2022,Julio,Alimentos y No alimentos,Alimentos,112.3300535,Índice
2022,Julio,Alimentos y No alimentos,Alimentos,0.168799748,Variación mensual
2022,Julio,Alimentos y No alimentos,Alimentos,6.177004459,Variación anual
2022,Julio,Alimentos y No alimentos,Alimentos,6.238369234,Variación acumulada
2022,Julio,Alimentos y No alimentos,Alimentos,0.038868344,Incidencia mensual
2022,Julio,Alimentos y No alimentos,Alimentos,1.391353407,Incidencia anual
2022,Agosto,Alimentos y No alimentos,Alimentos,111.9178062,Índice
2022,Agosto,Alimentos y No alimentos,Alimentos,-0.366996461,Variación mensual
2022,Agosto,Alimentos y No alimentos,Alimentos,5.930182318,Variación anual
2022,Agosto,Alimentos y No alimentos,Alimentos,5.848478179,Variación acumulada
2022,Agosto,Alimentos y No alimentos,Alimentos,-0.03614146,Incidencia mensual
2022,Agosto,Alimentos y No alimentos,Alimentos,1.332417356,Incidencia anual
2022,Septiembre,Alimentos y No alimentos,Alimentos,112.8810022,Índice
2022,Septiembre,Alimentos y No alimentos,Alimentos,0.860628028,Variación mensual
2022,Septiembre,Alimentos y No alimentos,Alimentos,7.138737805,Variación anual
2022,Septiembre,Alimentos y No alimentos,Alimentos,6.759439849,Variación acumulada
2022,Septiembre,Alimentos y No alimentos,Alimentos,0.197403978,Incidencia mensual
2022,Septiembre,Alimentos y No alimentos,Alimentos,1.599264931,Incidencia anual
2022,Octubre,Alimentos y No alimentos,Alimentos,113.3152258,Índice
2022,Octubre,Alimentos y No alimentos,Alimentos,0.38467374,Variación mensual
2022,Octubre,Alimentos y No alimentos,Alimentos,7.367443818,Variación anual
2022,Octubre,Alimentos y No alimentos,Alimentos,7.170115379,Variación acumulada
2022,Octubre,Alimentos y No alimentos,Alimentos,0.088676253,Incidencia mensual
2022,Octubre,Alimentos y No alimentos,Alimentos,1.649885726,Incidencia anual
2022,Noviembre,Alimentos y No alimentos,Alimentos,113.4711474,Índice
2022,Noviembre,Alimentos y No alimentos,Alimentos,0.137599892,Variación mensual
2022,Noviembre,Alimentos y No alimentos,Alimentos,7.568324391,Variación anual
2022,Noviembre,Alimentos y No alimentos,Alimentos,7.317581342,Variación acumulada
2022,Noviembre,Alimentos y No alimentos,Alimentos,0.014321714,Incidencia mensual
2022,Noviembre,Alimentos y No alimentos,Alimentos,1.687965325,Incidencia anual
2022,Diciembre,Alimentos y No alimentos,Alimentos,113.7657363,Índice
2022,Diciembre,Alimentos y No alimentos,Alimentos,0.259615711,Variación mensual
2022,Diciembre,Alimentos y No alimentos,Alimentos,7.596194643,Variación anual
2022,Diciembre,Alimentos y No alimentos,Alimentos,7.596194643,Variación acumulada
2022,Diciembre,Alimentos y No alimentos,Alimentos,0.060094416,Incidencia mensual
2022,Diciembre,Alimentos y No alimentos,Alimentos,1.696993507,Incidencia anual
2023,Enero,Alimentos y No alimentos,Alimentos,113.8575929,Índice
2023,Enero,Alimentos y No alimentos,Alimentos,0.080741904,Variación mensual
2023,Enero,Alimentos y No alimentos,Alimentos,5.60888713,Variación anual
2023,Enero,Alimentos y No alimentos,Alimentos,0.080741904,Variación acumulada
2023,Enero,Alimentos y No alimentos,Alimentos,0.0187087,Incidencia mensual
2023,Enero,Alimentos y No alimentos,Alimentos,1.268487864,Incidencia anual
2023,Febrero,Alimentos y No alimentos,Alimentos,113.7993445,Índice
2023,Febrero,Alimentos y No alimentos,Alimentos,-0.051158988,Variación mensual
2023,Febrero,Alimentos y No alimentos,Alimentos,5.231373727,Variación anual
2023,Febrero,Alimentos y No alimentos,Alimentos,0.029541609,Variación acumulada
2023,Febrero,Alimentos y No alimentos,Alimentos,-0.003344929,Incidencia mensual
2023,Febrero,Alimentos y No alimentos,Alimentos,1.183994834,Incidencia anual
2023,Marzo,Alimentos y No alimentos,Alimentos,114.6111938,Índice
2023,Marzo,Alimentos y No alimentos,Alimentos,0.713404139,Variación mensual
2023,Marzo,Alimentos y No alimentos,Alimentos,5.9214523,Variación anual
2023,Marzo,Alimentos y No alimentos,Alimentos,0.7431565,Variación acumulada
2023,Marzo,Alimentos y No alimentos,Alimentos,0.102787612,Incidencia mensual
2023,Marzo,Alimentos y No alimentos,Alimentos,1.339438739,Incidencia anual
2023,Abril,Alimentos y No alimentos,Alimentos,114.3709938,Índice
2023,Abril,Alimentos y No alimentos,Alimentos,-0.209578124,Variación mensual
2023,Abril,Alimentos y No alimentos,Alimentos,5.199103879,Variación anual
2023,Abril,Alimentos y No alimentos,Alimentos,0.532020883,Variación acumulada
2023,Abril,Alimentos y No alimentos,Alimentos,-0.008111439,Incidencia mensual
2023,Abril,Alimentos y No alimentos,Alimentos,1.174663036,Incidencia anual
2023,Mayo,Alimentos y No alimentos,Alimentos,114.7545435,Índice
2023,Mayo,Alimentos y No alimentos,Alimentos,0.335355753,Variación mensual
2023,Mayo,Alimentos y No alimentos,Alimentos,4.466507622,Variación anual
2023,Mayo,Alimentos y No alimentos,Alimentos,0.869160799,Variación acumulada
2023,Mayo,Alimentos y No alimentos,Alimentos,0.077806986,Incidencia mensual
2023,Mayo,Alimentos y No alimentos,Alimentos,1.013976204,Incidencia anual
2023,Junio,Alimentos y No alimentos,Alimentos,116.8307736,Índice
2023,Junio,Alimentos y No alimentos,Alimentos,1.809279239,Variación mensual
2023,Junio,Alimentos y No alimentos,Alimentos,4.182255801,Variación anual
2023,Junio,Alimentos y No alimentos,Alimentos,2.694165583,Variación acumulada
2023,Junio,Alimentos y No alimentos,Alimentos,0.378451504,Incidencia mensual
2023,Junio,Alimentos y No alimentos,Alimentos,0.963018965,Incidencia anual
2023,Julio,Alimentos y No alimentos,Alimentos,119.2064481,Índice
2023,Julio,Alimentos y No alimentos,Alimentos,2.033432089,Variación mensual
2023,Julio,Alimentos y No alimentos,Alimentos,6.121598231,Variación anual
2023,Julio,Alimentos y No alimentos,Alimentos,4.7823817,Variación acumulada
2023,Julio,Alimentos y No alimentos,Alimentos,0.479707627,Incidencia mensual
2023,Julio,Alimentos y No alimentos,Alimentos,1.409698377,Incidencia anual
2023,Agosto,Alimentos y No alimentos,Alimentos,121.0587749,Índice
2023,Agosto,Alimentos y No alimentos,Alimentos,1.553881435,Variación mensual
2023,Agosto,Alimentos y No alimentos,Alimentos,8.16757321,Variación anual
2023,Agosto,Alimentos y No alimentos,Alimentos,6.410575677,Variación acumulada
2023,Agosto,Alimentos y No alimentos,Alimentos,0.372025386,Incidencia mensual
2023,Agosto,Alimentos y No alimentos,Alimentos,1.873412662,Incidencia anual
2023,Septiembre,Alimentos y No alimentos,Alimentos,120.8127633,Índice
2023,Septiembre,Alimentos y No alimentos,Alimentos,-0.20321673,Variación mensual
2023,Septiembre,Alimentos y No alimentos,Alimentos,7.026657196,Variación anual
2023,Septiembre,Alimentos y No alimentos,Alimentos,6.194331584,Variación acumulada
2023,Septiembre,Alimentos y No alimentos,Alimentos,-0.017748318,Incidencia mensual
2023,Septiembre,Alimentos y No alimentos,Alimentos,1.619808082,Incidencia anual
2023,Octubre,Alimentos y No alimentos,Alimentos,120.0441091,Índice
2023,Octubre,Alimentos y No alimentos,Alimentos,-0.636235849,Variación mensual
2023,Octubre,Alimentos y No alimentos,Alimentos,5.938198803,Variación anual
2023,Octubre,Alimentos y No alimentos,Alimentos,5.518685177,Variación acumulada
2023,Octubre,Alimentos y No alimentos,Alimentos,-0.153547464,Incidencia mensual
2023,Octubre,Alimentos y No alimentos,Alimentos,1.37255645,Incidencia anual
2023,Noviembre,Alimentos y No alimentos,Alimentos,118.6725455,Índice
2023,Noviembre,Alimentos y No alimentos,Alimentos,-1.142549714,Variación mensual
2023,Noviembre,Alimentos y No alimentos,Alimentos,4.58389489,Variación anual
2023,Noviembre,Alimentos y No alimentos,Alimentos,4.313081741,Variación acumulada
2023,Noviembre,Alimentos y No alimentos,Alimentos,-0.274465912,Incidencia mensual
2023,Noviembre,Alimentos y No alimentos,Alimentos,1.06105477,Incidencia anual
2023,Diciembre,Alimentos y No alimentos,Alimentos,118.5838266,Índice
2023,Diciembre,Alimentos y No alimentos,Alimentos,-0.074759466,Variación mensual
2023,Diciembre,Alimentos y No alimentos,Alimentos,4.235097838,Variación anual
2023,Diciembre,Alimentos y No alimentos,Alimentos,4.235097838,Variación acumulada
2023,Diciembre,Alimentos y No alimentos,Alimentos,-0.017824858,Incidencia mensual
2023,Diciembre,Alimentos y No alimentos,Alimentos,0.981314199,Incidencia anual
2024,Enero,Alimentos y No alimentos,Alimentos,119.0333561,Índice
2024,Enero,Alimentos y No alimentos,Alimentos,0.379081695,Variación mensual
2024,Enero,Alimentos y No alimentos,Alimentos,4.545821727,Variación anual
2024,Enero,Alimentos y No alimentos,Alimentos,0.379081695,Variación acumulada
2024,Enero,Alimentos y No alimentos,Alimentos,0.090337648,Incidencia mensual
2024,Enero,Alimentos y No alimentos,Alimentos,1.052892821,Incidencia anual
2024,Febrero,Alimentos y No alimentos,Alimentos,119.6671623,Índice
2024,Febrero,Alimentos y No alimentos,Alimentos,0.532460951,Variación mensual
2024,Febrero,Alimentos y No alimentos,Alimentos,5.156284294,Variación anual
2024,Febrero,Alimentos y No alimentos,Alimentos,0.913561108,Variación acumulada
2024,Febrero,Alimentos y No alimentos,Alimentos,0.100136845,Incidencia mensual
2024,Febrero,Alimentos y No alimentos,Alimentos,1.193457646,Incidencia anual
2024,Marzo,Alimentos y No alimentos,Alimentos,119.8024979,Índice
2024,Marzo,Alimentos y No alimentos,Alimentos,0.113093384,Variación mensual
2024,Marzo,Alimentos y No alimentos,Alimentos,4.529491376,Variación anual
2024,Marzo,Alimentos y No alimentos,Alimentos,1.027687669,Variación acumulada
2024,Marzo,Alimentos y No alimentos,Alimentos,0.02713787,Incidencia mensual
2024,Marzo,Alimentos y No alimentos,Alimentos,1.055175585,Incidencia anual
2024,Abril,Alimentos y No alimentos,Alimentos,121.0624695,Índice
2024,Abril,Alimentos y No alimentos,Alimentos,1.051707233,Variación mensual
2024,Abril,Alimentos y No alimentos,Alimentos,5.850675457,Variación anual
2024,Abril,Alimentos y No alimentos,Alimentos,2.090203168,Variación acumulada
2024,Abril,Alimentos y No alimentos,Alimentos,0.251927253,Incidencia mensual
2024,Abril,Alimentos y No alimentos,Alimentos,1.357434355,Incidencia anual
2024,Mayo,Alimentos y No alimentos,Alimentos,120.2783017,Índice
2024,Mayo,Alimentos y No alimentos,Alimentos,-0.647738145,Variación mensual
2024,Mayo,Alimentos y No alimentos,Alimentos,4.813542012,Variación anual
2024,Mayo,Alimentos y No alimentos,Alimentos,1.428925979,Variación acumulada
2024,Mayo,Alimentos y No alimentos,Alimentos,-0.125858691,Incidencia mensual
2024,Mayo,Alimentos y No alimentos,Alimentos,1.119552166,Incidencia anual
2024,Junio,Alimentos y No alimentos,Alimentos,119.4983921,Índice
2024,Junio,Alimentos y No alimentos,Alimentos,-0.648420865,Variación mensual
2024,Junio,Alimentos y No alimentos,Alimentos,2.283318294,Variación anual
2024,Junio,Alimentos y No alimentos,Alimentos,0.771239661,Variación acumulada
2024,Junio,Alimentos y No alimentos,Alimentos,-0.154163848,Incidencia mensual
2024,Junio,Alimentos y No alimentos,Alimentos,0.538658364,Incidencia anual
2024,Julio,Alimentos y No alimentos,Alimentos,119.6511265,Índice
2024,Julio,Alimentos y No alimentos,Alimentos,0.127812948,Variación mensual
2024,Julio,Alimentos y No alimentos,Alimentos,0.373032173,Variación anual
2024,Julio,Alimentos y No alimentos,Alimentos,0.900038352,Variación acumulada
2024,Julio,Alimentos y No alimentos,Alimentos,0.030481041,Incidencia mensual
2024,Julio,Alimentos y No alimentos,Alimentos,0.089310185,Incidencia anual
2024,Agosto,Alimentos y No alimentos,Alimentos,120.0177497,Índice
2024,Agosto,Alimentos y No alimentos,Alimentos,0.306410145,Variación mensual
2024,Agosto,Alimentos y No alimentos,Alimentos,-0.859933758,Variación anual
2024,Agosto,Alimentos y No alimentos,Alimentos,1.209206306,Variación acumulada
2024,Agosto,Alimentos y No alimentos,Alimentos,0.072492127,Incidencia mensual
2024,Agosto,Alimentos y No alimentos,Alimentos,-0.025447845,Incidencia anual
2024,Septiembre,Alimentos y No alimentos,Alimentos,120.6813244,Índice
2024,Septiembre,Alimentos y No alimentos,Alimentos,0.552897126,Variación mensual
2024,Septiembre,Alimentos y No alimentos,Alimentos,-0.108795541,Variación anual
2024,Septiembre,Alimentos y No alimentos,Alimentos,1.768789099,Variación acumulada
2024,Septiembre,Alimentos y No alimentos,Alimentos,0.130924944,Incidencia mensual
2024,Septiembre,Alimentos y No alimentos,Alimentos,-0.000466677,Incidencia anual
2024,Octubre,Alimentos y No alimentos,Alimentos,119.8645629,Índice
2024,Octubre,Alimentos y No alimentos,Alimentos,-0.676791914,Variación mensual
2024,Octubre,Alimentos y No alimentos,Alimentos,-0.149566885,Variación anual
2024,Octubre,Alimentos y No alimentos,Alimentos,1.080026163,Variación acumulada
2024,Octubre,Alimentos y No alimentos,Alimentos,-0.160865542,Incidencia mensual
2024,Octubre,Alimentos y No alimentos,Alimentos,-0.000901277,Incidencia anual
2024,Noviembre,Alimentos y No alimentos,Alimentos,118.9801601,Índice
2024,Noviembre,Alimentos y No alimentos,Alimentos,-0.737835117,Variación mensual
2024,Noviembre,Alimentos y No alimentos,Alimentos,0.259212905,Variación anual
2024,Noviembre,Alimentos y No alimentos,Alimentos,0.334222234,Variación acumulada
2024,Noviembre,Alimentos y No alimentos,Alimentos,-0.17460393,Incidencia mensual
2024,Noviembre,Alimentos y No alimentos,Alimentos,0.061803989,Incidencia anual
