Año,Mes,Grupo,Subgrupo,Indicador_grup,Indicador
2014,Junio,Alimentos y No alimentos,Alimentos,-0.43,Variación mensual
2014,Junio,Alimentos y No alimentos,Alimentos,4.53,Variación anual
2014,Junio,Alimentos y No alimentos,Alimentos,1.98,Variación acumulada
2014,Julio,Alimentos y No alimentos,Alimentos,99.65,Índice
2014,Julio,Alimentos y No alimentos,Alimentos,0.69,Variación mensual
2014,Julio,Alimentos y No alimentos,Alimentos,5.83,Variación anual
2014,Julio,Alimentos y No alimentos,Alimentos,2.69,Variación acumulada
2014,Agosto,Alimentos y No alimentos,Alimentos,100.39,Índice
2014,Agosto,Alimentos y No alimentos,Alimentos,0.74,Variación mensual
2014,Agosto,Alimentos y No alimentos,Alimentos,6.19,Variación anual
2014,Agosto,Alimentos y No alimentos,Alimentos,3.44,Variación acumulada
2014,Septiembre,Alimentos y No alimentos,Alimentos,100.41,Índice
2014,Septiembre,Alimentos y No alimentos,Alimentos,0.02,Variación mensual
2014,Septiembre,Alimentos y No alimentos,Alimentos,5.68,Variación anual
2014,Septiembre,Alimentos y No alimentos,Alimentos,3.47,Variación acumulada
2014,Octubre,Alimentos y No alimentos,Alimentos,100.66,Índice
2014,Octubre,Alimentos y No alimentos,Alimentos,0.25,Variación mensual
2014,Octubre,Alimentos y No alimentos,Alimentos,4.84,Variación anual
2014,Octubre,Alimentos y No alimentos,Alimentos,3.73,Variación acumulada
2014,Noviembre,Alimentos y No alimentos,Alimentos,101.24,Índice
2014,Noviembre,Alimentos y No alimentos,Alimentos,0.58,Variación mensual
2014,Noviembre,Alimentos y No alimentos,Alimentos,4.65,Variación anual
2014,Noviembre,Alimentos y No alimentos,Alimentos,4.32,Variación acumulada
2014,Diciembre,Alimentos y No alimentos,Alimentos,101.37,Índice
2014,Diciembre,Alimentos y No alimentos,Alimentos,0.13,Variación mensual
2014,Diciembre,Alimentos y No alimentos,Alimentos,4.46,Variación anual
2014,Diciembre,Alimentos y No alimentos,Alimentos,4.46,Variación acumulada
2015,Enero,Alimentos y No alimentos,Alimentos,101.8184769,Índice
2015,Enero,Alimentos y No alimentos,Alimentos,0.44,Variación mensual
2015,Enero,Alimentos y No alimentos,Alimentos,3.19,Variación anual
2015,Enero,Alimentos y No alimentos,Alimentos,0.44,Variación acumulada
2015,Febrero,Alimentos y No alimentos,Alimentos,102.244751,Índice
2015,Febrero,Alimentos y No alimentos,Alimentos,0.42,Variación mensual
2015,Febrero,Alimentos y No alimentos,Alimentos,4.01,Variación anual
2015,Febrero,Alimentos y No alimentos,Alimentos,0.86,Variación acumulada
2015,Febrero,Alimentos y No alimentos,Alimentos,0.094529501,Incidencia mensual
2015,Marzo,Alimentos y No alimentos,Alimentos,102.7248252,Índice
2015,Marzo,Alimentos y No alimentos,Alimentos,0.47,Variación mensual
2015,Marzo,Alimentos y No alimentos,Alimentos,2.95,Variación anual
2015,Marzo,Alimentos y No alimentos,Alimentos,1.33,Variación acumulada
2015,Marzo,Alimentos y No alimentos,Alimentos,0.105812107,Incidencia mensual
2015,Abril,Alimentos y No alimentos,Alimentos,104.4020077,Índice
2015,Abril,Alimentos y No alimentos,Alimentos,1.63,Variación mensual
2015,Abril,Alimentos y No alimentos,Alimentos,4.05,Variación anual
2015,Abril,Alimentos y No alimentos,Alimentos,2.99,Variación acumulada
2015,Abril,Alimentos y No alimentos,Alimentos,0.368139321,Incidencia mensual
2015,Mayo,Alimentos y No alimentos,Alimentos,104.6372901,Índice
2015,Mayo,Alimentos y No alimentos,Alimentos,0.23,Variación mensual
2015,Mayo,Alimentos y No alimentos,Alimentos,5.27,Variación anual
2015,Mayo,Alimentos y No alimentos,Alimentos,3.22,Variación acumulada
2015,Mayo,Alimentos y No alimentos,Alimentos,0.051215381,Incidencia mensual
2015,Junio,Alimentos y No alimentos,Alimentos,105.0750702,Índice
2015,Junio,Alimentos y No alimentos,Alimentos,0.42,Variación mensual
2015,Junio,Alimentos y No alimentos,Alimentos,6.17,Variación anual
2015,Junio,Alimentos y No alimentos,Alimentos,3.65,Variación acumulada
2015,Junio,Alimentos y No alimentos,Alimentos,0.095125921,Incidencia mensual
2015,Julio,Alimentos y No alimentos,Alimentos,104.7614601,Índice
2015,Julio,Alimentos y No alimentos,Alimentos,-0.3,Variación mensual
2015,Julio,Alimentos y No alimentos,Alimentos,5.13,Variación anual
2015,Julio,Alimentos y No alimentos,Alimentos,3.34,Variación acumulada
2015,Julio,Alimentos y No alimentos,Alimentos,-0.067868239,Incidencia mensual
2015,Agosto,Alimentos y No alimentos,Alimentos,104.807107,Índice
2015,Agosto,Alimentos y No alimentos,Alimentos,0.04,Variación mensual
2015,Agosto,Alimentos y No alimentos,Alimentos,4.4,Variación anual
2015,Agosto,Alimentos y No alimentos,Alimentos,3.39,Variación acumulada
2015,Agosto,Alimentos y No alimentos,Alimentos,0.004636243,Incidencia mensual
2015,Septiembre,Alimentos y No alimentos,Alimentos,104.9633179,Índice
2015,Septiembre,Alimentos y No alimentos,Alimentos,0.15,Variación mensual
2015,Septiembre,Alimentos y No alimentos,Alimentos,4.54,Variación anual
2015,Septiembre,Alimentos y No alimentos,Alimentos,3.54,Variación acumulada
2015,Septiembre,Alimentos y No alimentos,Alimentos,0.033832864,Incidencia mensual
2015,Octubre,Alimentos y No alimentos,Alimentos,104.5574829,Índice
2015,Octubre,Alimentos y No alimentos,Alimentos,-0.39,Variación mensual
2015,Octubre,Alimentos y No alimentos,Alimentos,3.87,Variación anual
2015,Octubre,Alimentos y No alimentos,Alimentos,3.14,Variación acumulada
2015,Octubre,Alimentos y No alimentos,Alimentos,-0.087665803,Incidencia mensual
2015,Noviembre,Alimentos y No alimentos,Alimentos,104.604745,Índice
2015,Noviembre,Alimentos y No alimentos,Alimentos,0.05,Variación mensual
2015,Noviembre,Alimentos y No alimentos,Alimentos,3.32,Variación anual
2015,Noviembre,Alimentos y No alimentos,Alimentos,3.19,Variación acumulada
2015,Noviembre,Alimentos y No alimentos,Alimentos,0.010218496,Incidencia mensual
2015,Diciembre,Alimentos y No alimentos,Alimentos,105.0615756,Índice
2015,Diciembre,Alimentos y No alimentos,Alimentos,0.44,Variación mensual
2015,Diciembre,Alimentos y No alimentos,Alimentos,3.64,Variación anual
2015,Diciembre,Alimentos y No alimentos,Alimentos,3.64,Variación acumulada
2015,Diciembre,Alimentos y No alimentos,Alimentos,0.094581537,Incidencia mensual
2016,Enero,Alimentos y No alimentos,Alimentos,105.2327568,Índice
2016,Enero,Alimentos y No alimentos,Alimentos,0.16,Variación mensual
2016,Enero,Alimentos y No alimentos,Alimentos,3.35,Variación anual
2016,Enero,Alimentos y No alimentos,Alimentos,0.16,Variación acumulada
2016,Enero,Alimentos y No alimentos,Alimentos,0.036936335,Incidencia mensual
2016,Enero,Alimentos y No alimentos,Alimentos,0.757142386,Incidencia anual
2016,Febrero,Alimentos y No alimentos,Alimentos,106.0197161,Índice
2016,Febrero,Alimentos y No alimentos,Alimentos,0.75,Variación mensual
2016,Febrero,Alimentos y No alimentos,Alimentos,3.69,Variación anual
2016,Febrero,Alimentos y No alimentos,Alimentos,0.91,Variación acumulada
2016,Febrero,Alimentos y No alimentos,Alimentos,0.142910451,Incidencia mensual
2016,Febrero,Alimentos y No alimentos,Alimentos,0.832031781,Incidencia anual
2016,Marzo,Alimentos y No alimentos,Alimentos,106.6931105,Índice
2016,Marzo,Alimentos y No alimentos,Alimentos,0.64,Variación mensual
2016,Marzo,Alimentos y No alimentos,Alimentos,3.86,Variación anual
2016,Marzo,Alimentos y No alimentos,Alimentos,1.55,Variación acumulada
2016,Marzo,Alimentos y No alimentos,Alimentos,0.137398774,Incidencia mensual
2016,Marzo,Alimentos y No alimentos,Alimentos,0.871033338,Incidencia anual
2016,Abril,Alimentos y No alimentos,Alimentos,107.3596904,Índice
2016,Abril,Alimentos y No alimentos,Alimentos,0.62,Variación mensual
2016,Abril,Alimentos y No alimentos,Alimentos,2.83,Variación anual
2016,Abril,Alimentos y No alimentos,Alimentos,2.19,Variación acumulada
2016,Abril,Alimentos y No alimentos,Alimentos,0.14299472,Incidencia mensual
2016,Abril,Alimentos y No alimentos,Alimentos,0.643817133,Incidencia anual
2016,Mayo,Alimentos y No alimentos,Alimentos,107.5417359,Índice
2016,Mayo,Alimentos y No alimentos,Alimentos,0.17,Variación mensual
2016,Mayo,Alimentos y No alimentos,Alimentos,2.78,Variación anual
2016,Mayo,Alimentos y No alimentos,Alimentos,2.36,Variación acumulada
2016,Mayo,Alimentos y No alimentos,Alimentos,0.032904191,Incidencia mensual
2016,Mayo,Alimentos y No alimentos,Alimentos,0.631111493,Incidencia anual
2016,Junio,Alimentos y No alimentos,Alimentos,108.0756938,Índice
2016,Junio,Alimentos y No alimentos,Alimentos,0.5,Variación mensual
2016,Junio,Alimentos y No alimentos,Alimentos,2.86,Variación anual
2016,Junio,Alimentos y No alimentos,Alimentos,2.87,Variación acumulada
2016,Junio,Alimentos y No alimentos,Alimentos,0.114158233,Incidencia mensual
2016,Junio,Alimentos y No alimentos,Alimentos,0.649363611,Incidencia anual
2016,Julio,Alimentos y No alimentos,Alimentos,107.7752678,Índice
2016,Julio,Alimentos y No alimentos,Alimentos,-0.28,Variación mensual
2016,Julio,Alimentos y No alimentos,Alimentos,2.88,Variación anual
2016,Julio,Alimentos y No alimentos,Alimentos,2.58,Variación acumulada
2016,Julio,Alimentos y No alimentos,Alimentos,-0.064000299,Incidencia mensual
2016,Julio,Alimentos y No alimentos,Alimentos,0.652735742,Incidencia anual
2016,Agosto,Alimentos y No alimentos,Alimentos,107.2335224,Índice
2016,Agosto,Alimentos y No alimentos,Alimentos,-0.5,Variación mensual
2016,Agosto,Alimentos y No alimentos,Alimentos,2.32,Variación anual
2016,Agosto,Alimentos y No alimentos,Alimentos,2.07,Variación acumulada
2016,Agosto,Alimentos y No alimentos,Alimentos,-0.115507451,Incidencia mensual
2016,Agosto,Alimentos y No alimentos,Alimentos,0.525524148,Incidencia anual
2016,Septiembre,Alimentos y No alimentos,Alimentos,106.8784572,Índice
2016,Septiembre,Alimentos y No alimentos,Alimentos,-0.33,Variación mensual
2016,Septiembre,Alimentos y No alimentos,Alimentos,1.82,Variación anual
2016,Septiembre,Alimentos y No alimentos,Alimentos,1.73,Variación acumulada
2016,Septiembre,Alimentos y No alimentos,Alimentos,-0.018912666,Incidencia mensual
2016,Septiembre,Alimentos y No alimentos,Alimentos,0.413695711,Incidencia anual
2016,Octubre,Alimentos y No alimentos,Alimentos,106.2760325,Índice
2016,Octubre,Alimentos y No alimentos,Alimentos,-0.56,Variación mensual
2016,Octubre,Alimentos y No alimentos,Alimentos,1.64,Variación anual
2016,Octubre,Alimentos y No alimentos,Alimentos,1.16,Variación acumulada
2016,Octubre,Alimentos y No alimentos,Alimentos,-0.09447372,Incidencia mensual
2016,Octubre,Alimentos y No alimentos,Alimentos,0.371565916,Incidencia anual
2016,Noviembre,Alimentos y No alimentos,Alimentos,105.9850914,Índice
2016,Noviembre,Alimentos y No alimentos,Alimentos,-0.27,Variación mensual
2016,Noviembre,Alimentos y No alimentos,Alimentos,1.32,Variación anual
2016,Noviembre,Alimentos y No alimentos,Alimentos,0.88,Variación acumulada
2016,Noviembre,Alimentos y No alimentos,Alimentos,-0.06209041,Incidencia mensual
2016,Noviembre,Alimentos y No alimentos,Alimentos,0.298123117,Incidencia anual
2016,Diciembre,Alimentos y No alimentos,Alimentos,106.2740173,Índice
2016,Diciembre,Alimentos y No alimentos,Alimentos,0.27,Variación mensual
2016,Diciembre,Alimentos y No alimentos,Alimentos,1.15,Variación anual
2016,Diciembre,Alimentos y No alimentos,Alimentos,1.15,Variación acumulada
2016,Diciembre,Alimentos y No alimentos,Alimentos,0.061750029,Incidencia mensual
2016,Diciembre,Alimentos y No alimentos,Alimentos,0.261612576,Incidencia anual
2017,Enero,Alimentos y No alimentos,Alimentos,106.7952534,Índice
2017,Enero,Alimentos y No alimentos,Alimentos,0.49,Variación mensual
2017,Enero,Alimentos y No alimentos,Alimentos,1.48,Variación anual
2017,Enero,Alimentos y No alimentos,Alimentos,0.49,Variación acumulada
2017,Enero,Alimentos y No alimentos,Alimentos,0.091876461,Incidencia mensual
2017,Enero,Alimentos y No alimentos,Alimentos,0.336109348,Incidencia anual
2017,Febrero,Alimentos y No alimentos,Alimentos,107.2963361,Índice
2017,Febrero,Alimentos y No alimentos,Alimentos,0.47,Variación mensual
2017,Febrero,Alimentos y No alimentos,Alimentos,1.2,Variación anual
2017,Febrero,Alimentos y No alimentos,Alimentos,0.96,Variación acumulada
2017,Febrero,Alimentos y No alimentos,Alimentos,0.10682918,Incidencia mensual
2017,Febrero,Alimentos y No alimentos,Alimentos,0.274235741,Incidencia anual
2017,Marzo,Alimentos y No alimentos,Alimentos,108.0619092,Índice
2017,Marzo,Alimentos y No alimentos,Alimentos,0.71,Variación mensual
2017,Marzo,Alimentos y No alimentos,Alimentos,1.28,Variación anual
2017,Marzo,Alimentos y No alimentos,Alimentos,1.68,Variación acumulada
2017,Marzo,Alimentos y No alimentos,Alimentos,0.141069786,Incidencia mensual
2017,Marzo,Alimentos y No alimentos,Alimentos,0.293634698,Incidencia anual
2017,Abril,Alimentos y No alimentos,Alimentos,109.3309712,Índice
2017,Abril,Alimentos y No alimentos,Alimentos,1.17,Variación mensual
2017,Abril,Alimentos y No alimentos,Alimentos,1.84,Variación anual
2017,Abril,Alimentos y No alimentos,Alimentos,2.88,Variación acumulada
2017,Abril,Alimentos y No alimentos,Alimentos,0.269653223,Incidencia mensual
2017,Abril,Alimentos y No alimentos,Alimentos,0.421586665,Incidencia anual
2017,Mayo,Alimentos y No alimentos,Alimentos,108.5639086,Índice
2017,Mayo,Alimentos y No alimentos,Alimentos,-0.7,Variación mensual
2017,Mayo,Alimentos y No alimentos,Alimentos,0.95,Variación anual
2017,Mayo,Alimentos y No alimentos,Alimentos,2.15,Variación acumulada
2017,Mayo,Alimentos y No alimentos,Alimentos,-0.071136378,Incidencia mensual
2017,Mayo,Alimentos y No alimentos,Alimentos,0.218536775,Incidencia anual
2017,Junio,Alimentos y No alimentos,Alimentos,108.2146367,Índice
2017,Junio,Alimentos y No alimentos,Alimentos,-0.32,Variación mensual
2017,Junio,Alimentos y No alimentos,Alimentos,0.13,Variación anual
2017,Junio,Alimentos y No alimentos,Alimentos,1.83,Variación acumulada
2017,Junio,Alimentos y No alimentos,Alimentos,-0.07385906,Incidencia mensual
2017,Junio,Alimentos y No alimentos,Alimentos,0.029599275,Incidencia anual
2017,Julio,Alimentos y No alimentos,Alimentos,107.4248046,Índice
2017,Julio,Alimentos y No alimentos,Alimentos,-0.73,Variación mensual
2017,Julio,Alimentos y No alimentos,Alimentos,-0.33,Variación anual
2017,Julio,Alimentos y No alimentos,Alimentos,1.08,Variación acumulada
2017,Julio,Alimentos y No alimentos,Alimentos,-0.144414212,Incidencia mensual
2017,Julio,Alimentos y No alimentos,Alimentos,-0.022039764,Incidencia anual
2017,Agosto,Alimentos y No alimentos,Alimentos,107.5003022,Índice
2017,Agosto,Alimentos y No alimentos,Alimentos,0.07,Variación mensual
2017,Agosto,Alimentos y No alimentos,Alimentos,0.25,Variación anual
2017,Agosto,Alimentos y No alimentos,Alimentos,1.15,Variación acumulada
2017,Agosto,Alimentos y No alimentos,Alimentos,0.012750049,Incidencia mensual
2017,Agosto,Alimentos y No alimentos,Alimentos,0.056973932,Incidencia anual
2017,Septiembre,Alimentos y No alimentos,Alimentos,106.7521489,Índice
2017,Septiembre,Alimentos y No alimentos,Alimentos,-0.7,Variación mensual
2017,Septiembre,Alimentos y No alimentos,Alimentos,-0.12,Variación anual
2017,Septiembre,Alimentos y No alimentos,Alimentos,0.45,Variación acumulada
2017,Septiembre,Alimentos y No alimentos,Alimentos,-0.15325692,Incidencia mensual
2017,Septiembre,Alimentos y No alimentos,Alimentos,-0.026518521,Incidencia anual
2017,Octubre,Alimentos y No alimentos,Alimentos,106.2531201,Índice
2017,Octubre,Alimentos y No alimentos,Alimentos,-0.47,Variación mensual
2017,Octubre,Alimentos y No alimentos,Alimentos,-0.02,Variación anual
2017,Octubre,Alimentos y No alimentos,Alimentos,-0.02,Variación acumulada
2017,Octubre,Alimentos y No alimentos,Alimentos,-0.106439518,Incidencia mensual
2017,Octubre,Alimentos y No alimentos,Alimentos,-0.004889788,Incidencia anual
2017,Noviembre,Alimentos y No alimentos,Alimentos,105.5276032,Índice
2017,Noviembre,Alimentos y No alimentos,Alimentos,-0.68,Variación mensual
2017,Noviembre,Alimentos y No alimentos,Alimentos,-0.43,Variación anual
2017,Noviembre,Alimentos y No alimentos,Alimentos,-0.7,Variación acumulada
2017,Noviembre,Alimentos y No alimentos,Alimentos,-0.154971835,Incidencia mensual
2017,Noviembre,Alimentos y No alimentos,Alimentos,-0.09777561,Incidencia anual
2017,Diciembre,Alimentos y No alimentos,Alimentos,106.0246456,Índice
2017,Diciembre,Alimentos y No alimentos,Alimentos,0.47,Variación mensual
2017,Diciembre,Alimentos y No alimentos,Alimentos,-0.23,Variación anual
2017,Diciembre,Alimentos y No alimentos,Alimentos,-0.23,Variación acumulada
2017,Diciembre,Alimentos y No alimentos,Alimentos,0.106460567,Incidencia mensual
2017,Diciembre,Alimentos y No alimentos,Alimentos,-0.053211906,Incidencia anual
2018,Enero,Alimentos y No alimentos,Alimentos,106.1050851,Índice
2018,Enero,Alimentos y No alimentos,Alimentos,0.08,Variación mensual
2018,Enero,Alimentos y No alimentos,Alimentos,-0.65,Variación anual
2018,Enero,Alimentos y No alimentos,Alimentos,0.08,Variación acumulada
2018,Enero,Alimentos y No alimentos,Alimentos,0.017198339,Incidencia mensual
2018,Enero,Alimentos y No alimentos,Alimentos,-0.108231296,Incidencia anual
2018,Febrero,Alimentos y No alimentos,Alimentos,106.481021,Índice
2018,Febrero,Alimentos y No alimentos,Alimentos,0.35,Variación mensual
2018,Febrero,Alimentos y No alimentos,Alimentos,-0.76,Variación anual
2018,Febrero,Alimentos y No alimentos,Alimentos,0.43,Variación acumulada
2018,Febrero,Alimentos y No alimentos,Alimentos,0.080223887,Incidencia mensual
2018,Febrero,Alimentos y No alimentos,Alimentos,-0.144852102,Incidencia anual
2018,Marzo,Alimentos y No alimentos,Alimentos,107.103619,Índice
2018,Marzo,Alimentos y No alimentos,Alimentos,0.58,Variación mensual
2018,Marzo,Alimentos y No alimentos,Alimentos,-0.89,Variación anual
2018,Marzo,Alimentos y No alimentos,Alimentos,1.02,Variación acumulada
2018,Marzo,Alimentos y No alimentos,Alimentos,0.087286138,Incidencia mensual
2018,Marzo,Alimentos y No alimentos,Alimentos,-0.203619719,Incidencia anual
2018,Abril,Alimentos y No alimentos,Alimentos,105.6870968,Índice
2018,Abril,Alimentos y No alimentos,Alimentos,-1.32,Variación mensual
2018,Abril,Alimentos y No alimentos,Alimentos,-3.33,Variación anual
2018,Abril,Alimentos y No alimentos,Alimentos,-0.32,Variación acumulada
2018,Abril,Alimentos y No alimentos,Alimentos,-0.195924196,Incidencia mensual
2018,Abril,Alimentos y No alimentos,Alimentos,-0.770906606,Incidencia anual
2018,Mayo,Alimentos y No alimentos,Alimentos,105.0852114,Índice
2018,Mayo,Alimentos y No alimentos,Alimentos,-0.57,Variación mensual
2018,Mayo,Alimentos y No alimentos,Alimentos,-3.2,Variación anual
2018,Mayo,Alimentos y No alimentos,Alimentos,-0.89,Variación acumulada
2018,Mayo,Alimentos y No alimentos,Alimentos,-0.128341234,Incidencia mensual
2018,Mayo,Alimentos y No alimentos,Alimentos,-0.735625547,Incidencia anual
2018,Junio,Alimentos y No alimentos,Alimentos,104.3003045,Índice
2018,Junio,Alimentos y No alimentos,Alimentos,-0.75,Variación mensual
2018,Junio,Alimentos y No alimentos,Alimentos,-3.62,Variación anual
2018,Junio,Alimentos y No alimentos,Alimentos,-1.63,Variación acumulada
2018,Junio,Alimentos y No alimentos,Alimentos,-0.16767341,Incidencia mensual
2018,Junio,Alimentos y No alimentos,Alimentos,-0.724215352,Incidencia anual
2018,Julio,Alimentos y No alimentos,Alimentos,104.4550582,Índice
2018,Julio,Alimentos y No alimentos,Alimentos,0.15,Variación mensual
2018,Julio,Alimentos y No alimentos,Alimentos,-2.76,Variación anual
2018,Julio,Alimentos y No alimentos,Alimentos,-1.48,Variación acumulada
2018,Julio,Alimentos y No alimentos,Alimentos,0.015605588,Incidencia mensual
2018,Julio,Alimentos y No alimentos,Alimentos,-0.57756854,Incidencia anual
2018,Agosto,Alimentos y No alimentos,Alimentos,105.2502986,Índice
2018,Agosto,Alimentos y No alimentos,Alimentos,0.76,Variación mensual
2018,Agosto,Alimentos y No alimentos,Alimentos,-2.09,Variación anual
2018,Agosto,Alimentos y No alimentos,Alimentos,-0.73,Variación acumulada
2018,Agosto,Alimentos y No alimentos,Alimentos,0.170355039,Incidencia mensual
2018,Agosto,Alimentos y No alimentos,Alimentos,-0.357581991,Incidencia anual
2018,Septiembre,Alimentos y No alimentos,Alimentos,105.5767297,Índice
2018,Septiembre,Alimentos y No alimentos,Alimentos,0.31,Variación mensual
2018,Septiembre,Alimentos y No alimentos,Alimentos,-1.1,Variación anual
2018,Septiembre,Alimentos y No alimentos,Alimentos,-0.42,Variación acumulada
2018,Septiembre,Alimentos y No alimentos,Alimentos,0.069739565,Incidencia mensual
2018,Septiembre,Alimentos y No alimentos,Alimentos,-0.086198689,Incidencia anual
2018,Octubre,Alimentos y No alimentos,Alimentos,105.7664482,Índice
2018,Octubre,Alimentos y No alimentos,Alimentos,0.18,Variación mensual
2018,Octubre,Alimentos y No alimentos,Alimentos,-0.46,Variación anual
2018,Octubre,Alimentos y No alimentos,Alimentos,-0.24,Variación acumulada
2018,Octubre,Alimentos y No alimentos,Alimentos,0.012758445,Incidencia mensual
2018,Octubre,Alimentos y No alimentos,Alimentos,-0.02025469,Incidencia anual
2018,Noviembre,Alimentos y No alimentos,Alimentos,105.6091094,Índice
2018,Noviembre,Alimentos y No alimentos,Alimentos,-0.15,Variación mensual
2018,Noviembre,Alimentos y No alimentos,Alimentos,0.08,Variación anual
2018,Noviembre,Alimentos y No alimentos,Alimentos,-0.39,Variación acumulada
2018,Noviembre,Alimentos y No alimentos,Alimentos,-0.033498789,Incidencia mensual
2018,Noviembre,Alimentos y No alimentos,Alimentos,0.017457664,Incidencia anual
2018,Diciembre,Alimentos y No alimentos,Alimentos,105.3219618,Índice
2018,Diciembre,Alimentos y No alimentos,Alimentos,-0.27,Variación mensual
2018,Diciembre,Alimentos y No alimentos,Alimentos,-0.66,Variación anual
2018,Diciembre,Alimentos y No alimentos,Alimentos,-0.66,Variación acumulada
2018,Diciembre,Alimentos y No alimentos,Alimentos,-0.016940167,Incidencia mensual
2018,Diciembre,Alimentos y No alimentos,Alimentos,-0.039832981,Incidencia anual
2019,Enero,Alimentos y No alimentos,Alimentos,106.5285512,Índice
2019,Enero,Alimentos y No alimentos,Alimentos,1.15,Variación mensual
2019,Enero,Alimentos y No alimentos,Alimentos,0.4,Variación anual
2019,Enero,Alimentos y No alimentos,Alimentos,1.15,Variación acumulada
2019,Enero,Alimentos y No alimentos,Alimentos,0.257289337,Incidencia mensual
2019,Enero,Alimentos y No alimentos,Alimentos,0.090366729,Incidencia anual
2019,Febrero,Alimentos y No alimentos,Alimentos,106.3650285,Índice
2019,Febrero,Alimentos y No alimentos,Alimentos,-0.15,Variación mensual
2019,Febrero,Alimentos y No alimentos,Alimentos,-0.11,Variación anual
2019,Febrero,Alimentos y No alimentos,Alimentos,0.99,Variación acumulada
2019,Febrero,Alimentos y No alimentos,Alimentos,-0.034707516,Incidencia mensual
2019,Febrero,Alimentos y No alimentos,Alimentos,-0.002954717,Incidencia anual
2019,Marzo,Alimentos y No alimentos,Alimentos,105.9781613,Índice
2019,Marzo,Alimentos y No alimentos,Alimentos,-0.36,Variación mensual
2019,Marzo,Alimentos y No alimentos,Alimentos,-1.05,Variación anual
2019,Marzo,Alimentos y No alimentos,Alimentos,0.62,Variación acumulada
2019,Marzo,Alimentos y No alimentos,Alimentos,-0.082300919,Incidencia mensual
2019,Marzo,Alimentos y No alimentos,Alimentos,-0.159012063,Incidencia anual
2019,Abril,Alimentos y No alimentos,Alimentos,106.0357823,Índice
2019,Abril,Alimentos y No alimentos,Alimentos,0.05,Variación mensual
2019,Abril,Alimentos y No alimentos,Alimentos,0.33,Variación anual
2019,Abril,Alimentos y No alimentos,Alimentos,0.68,Variación acumulada
2019,Abril,Alimentos y No alimentos,Alimentos,0.012284084,Incidencia mensual
2019,Abril,Alimentos y No alimentos,Alimentos,0.074350885,Incidencia anual
2019,Mayo,Alimentos y No alimentos,Alimentos,105.5418113,Índice
2019,Mayo,Alimentos y No alimentos,Alimentos,-0.47,Variación mensual
2019,Mayo,Alimentos y No alimentos,Alimentos,0.43,Variación anual
2019,Mayo,Alimentos y No alimentos,Alimentos,0.21,Variación acumulada
2019,Mayo,Alimentos y No alimentos,Alimentos,-0.053637455,Incidencia mensual
2019,Mayo,Alimentos y No alimentos,Alimentos,0.097539804,Incidencia anual
2019,Junio,Alimentos y No alimentos,Alimentos,104.8885811,Índice
2019,Junio,Alimentos y No alimentos,Alimentos,-0.62,Variación mensual
2019,Junio,Alimentos y No alimentos,Alimentos,0.56,Variación anual
2019,Junio,Alimentos y No alimentos,Alimentos,-0.41,Variación acumulada
2019,Junio,Alimentos y No alimentos,Alimentos,-0.079780609,Incidencia mensual
2019,Junio,Alimentos y No alimentos,Alimentos,0.126014415,Incidencia anual
2019,Julio,Alimentos y No alimentos,Alimentos,105.4332778,Índice
2019,Julio,Alimentos y No alimentos,Alimentos,0.52,Variación mensual
2019,Julio,Alimentos y No alimentos,Alimentos,0.94,Variación anual
2019,Julio,Alimentos y No alimentos,Alimentos,0.11,Variación acumulada
2019,Julio,Alimentos y No alimentos,Alimentos,0.095650768,Incidencia mensual
2019,Julio,Alimentos y No alimentos,Alimentos,0.209552525,Incidencia anual
2019,Agosto,Alimentos y No alimentos,Alimentos,105.2203755,Índice
2019,Agosto,Alimentos y No alimentos,Alimentos,-0.2,Variación mensual
2019,Agosto,Alimentos y No alimentos,Alimentos,-0.03,Variación anual
2019,Agosto,Alimentos y No alimentos,Alimentos,-0.1,Variación acumulada
2019,Agosto,Alimentos y No alimentos,Alimentos,-0.045287166,Incidencia mensual
2019,Agosto,Alimentos y No alimentos,Alimentos,-0.000118455,Incidencia anual
2019,Septiembre,Alimentos y No alimentos,Alimentos,105.2043218,Índice
2019,Septiembre,Alimentos y No alimentos,Alimentos,-0.02,Variación mensual
2019,Septiembre,Alimentos y No alimentos,Alimentos,-0.35,Variación anual
2019,Septiembre,Alimentos y No alimentos,Alimentos,-0.11,Variación acumulada
2019,Septiembre,Alimentos y No alimentos,Alimentos,-0.00341838,Incidencia mensual
2019,Septiembre,Alimentos y No alimentos,Alimentos,-0.072084048,Incidencia anual
2019,Octubre,Alimentos y No alimentos,Alimentos,106.2958799,Índice
2019,Octubre,Alimentos y No alimentos,Alimentos,1.04,Variación mensual
2019,Octubre,Alimentos y No alimentos,Alimentos,0.5,Variación anual
2019,Octubre,Alimentos y No alimentos,Alimentos,0.92,Variación acumulada
2019,Octubre,Alimentos y No alimentos,Alimentos,0.232458861,Incidencia mensual
2019,Octubre,Alimentos y No alimentos,Alimentos,0.112720627,Incidencia anual
2019,Noviembre,Alimentos y No alimentos,Alimentos,105.14871,Índice
2019,Noviembre,Alimentos y No alimentos,Alimentos,-1.08,Variación mensual
2019,Noviembre,Alimentos y No alimentos,Alimentos,-0.44,Variación anual
2019,Noviembre,Alimentos y No alimentos,Alimentos,-0.16,Variación acumulada
2019,Noviembre,Alimentos y No alimentos,Alimentos,-0.243036427,Incidencia mensual
