Año,Mes,'Series_IPC'[Ciudad],Nivel,Cód. CCIF,Descripción CCIF,'Indicadores_cuboIPC'[Indicador],'Filtro Indicador'[Indicador]
2005,Enero,Nacional,Clase,111,Pan y cereales (ND),51.48,Índice
2005,Enero,Nacional,Clase,112,Carne (ND),56.89,Índice
2005,Enero,Nacional,Clase,113,Pescado (ND),55.78,Índice
2005,Enero,Nacional,Clase,114,"Leche, queso y huevos (ND)",62.85,Índice
2005,Enero,Nacional,Clase,115,Aceites y grasas (ND),51.42,Índice
2005,Enero,Nacional,Clase,116,Frutas (ND),59.59,Índice
2005,Enero,Nacional,Clase,117,Legumbres-Hortalizas (ND),58.94,Índice
2005,Enero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.48,Índice
2005,Enero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.9,Índice
2005,Enero,Nacional,Clase,121,"Café, té y cacao (ND)",43.77,Índice
2005,Enero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.54,Índice
2005,Enero,Nacional,División,1,Alimentos y bebidas no alcohólicas,57.23,Índice
2005,Enero,Nacional,Grupo,11,Alimentos,57.03,Índice
2005,Enero,Nacional,Grupo,12,Bebidas no alcohólicas,59.91,Índice
2005,Febrero,Nacional,Clase,111,Pan y cereales (ND),52.33,Índice
2005,Febrero,Nacional,Clase,111,Pan y cereales (ND),1.65,Variación mensual
2005,Febrero,Nacional,Clase,112,Carne (ND),57.16,Índice
2005,Febrero,Nacional,Clase,112,Carne (ND),0.46,Variación mensual
2005,Febrero,Nacional,Clase,113,Pescado (ND),56.22,Índice
2005,Febrero,Nacional,Clase,113,Pescado (ND),0.8,Variación mensual
2005,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",62.92,Índice
2005,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.11,Variación mensual
2005,Febrero,Nacional,Clase,115,Aceites y grasas (ND),51.43,Índice
2005,Febrero,Nacional,Clase,115,Aceites y grasas (ND),0.01,Variación mensual
2005,Febrero,Nacional,Clase,116,Frutas (ND),60.56,Índice
2005,Febrero,Nacional,Clase,116,Frutas (ND),1.62,Variación mensual
2005,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),59.25,Índice
2005,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),0.52,Variación mensual
2005,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.48,Índice
2005,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0,Variación mensual
2005,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),61.3,Índice
2005,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.64,Variación mensual
2005,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",43.25,Índice
2005,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",-1.18,Variación mensual
2005,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.65,Índice
2005,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.18,Variación mensual
2005,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,57.63,Índice
2005,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.7,Variación mensual
2005,Febrero,Nacional,Grupo,11,Alimentos,57.46,Índice
2005,Febrero,Nacional,Grupo,11,Alimentos,0.75,Variación mensual
2005,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,59.9,Índice
2005,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,-0.03,Variación mensual
2005,Marzo,Nacional,Clase,111,Pan y cereales (ND),52.82,Índice
2005,Marzo,Nacional,Clase,111,Pan y cereales (ND),0.94,Variación mensual
2005,Marzo,Nacional,Clase,112,Carne (ND),57.63,Índice
2005,Marzo,Nacional,Clase,112,Carne (ND),0.83,Variación mensual
2005,Marzo,Nacional,Clase,113,Pescado (ND),57.66,Índice
2005,Marzo,Nacional,Clase,113,Pescado (ND),2.56,Variación mensual
2005,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",62.75,Índice
2005,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.26,Variación mensual
2005,Marzo,Nacional,Clase,115,Aceites y grasas (ND),51.31,Índice
2005,Marzo,Nacional,Clase,115,Aceites y grasas (ND),-0.23,Variación mensual
2005,Marzo,Nacional,Clase,116,Frutas (ND),60.87,Índice
2005,Marzo,Nacional,Clase,116,Frutas (ND),0.52,Variación mensual
2005,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),60.49,Índice
2005,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.1,Variación mensual
2005,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.12,Índice
2005,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.65,Variación mensual
2005,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.25,Índice
2005,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-1.7,Variación mensual
2005,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",43.34,Índice
2005,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",0.21,Variación mensual
2005,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",64.1,Índice
2005,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.71,Variación mensual
2005,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,58.08,Índice
2005,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.79,Variación mensual
2005,Marzo,Nacional,Grupo,11,Alimentos,57.92,Índice
2005,Marzo,Nacional,Grupo,11,Alimentos,0.8,Variación mensual
2005,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,60.28,Índice
2005,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,0.63,Variación mensual
2005,Abril,Nacional,Clase,111,Pan y cereales (ND),53.13,Índice
2005,Abril,Nacional,Clase,111,Pan y cereales (ND),0.59,Variación mensual
2005,Abril,Nacional,Clase,112,Carne (ND),58.16,Índice
2005,Abril,Nacional,Clase,112,Carne (ND),0.92,Variación mensual
2005,Abril,Nacional,Clase,113,Pescado (ND),58.79,Índice
2005,Abril,Nacional,Clase,113,Pescado (ND),1.95,Variación mensual
2005,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",63.93,Índice
2005,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",1.88,Variación mensual
2005,Abril,Nacional,Clase,115,Aceites y grasas (ND),51.36,Índice
2005,Abril,Nacional,Clase,115,Aceites y grasas (ND),0.09,Variación mensual
2005,Abril,Nacional,Clase,116,Frutas (ND),59.61,Índice
2005,Abril,Nacional,Clase,116,Frutas (ND),-2.08,Variación mensual
2005,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),64.7,Índice
2005,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),6.97,Variación mensual
2005,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.27,Índice
2005,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0.27,Variación mensual
2005,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),61.14,Índice
2005,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),1.47,Variación mensual
2005,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",43.98,Índice
2005,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",1.49,Variación mensual
2005,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.91,Índice
2005,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-0.3,Variación mensual
2005,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,58.97,Índice
2005,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.53,Variación mensual
2005,Abril,Nacional,Grupo,11,Alimentos,58.87,Índice
2005,Abril,Nacional,Grupo,11,Alimentos,1.64,Variación mensual
2005,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,60.26,Índice
2005,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,-0.03,Variación mensual
2005,Mayo,Nacional,Clase,111,Pan y cereales (ND),52.62,Índice
2005,Mayo,Nacional,Clase,111,Pan y cereales (ND),-0.96,Variación mensual
2005,Mayo,Nacional,Clase,112,Carne (ND),59.31,Índice
2005,Mayo,Nacional,Clase,112,Carne (ND),1.97,Variación mensual
2005,Mayo,Nacional,Clase,113,Pescado (ND),57.3,Índice
2005,Mayo,Nacional,Clase,113,Pescado (ND),-2.52,Variación mensual
2005,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",64.57,Índice
2005,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",1,Variación mensual
2005,Mayo,Nacional,Clase,115,Aceites y grasas (ND),51.13,Índice
2005,Mayo,Nacional,Clase,115,Aceites y grasas (ND),-0.45,Variación mensual
2005,Mayo,Nacional,Clase,116,Frutas (ND),59.27,Índice
2005,Mayo,Nacional,Clase,116,Frutas (ND),-0.56,Variación mensual
2005,Mayo,Nacional,Clase,117,Legumbres-Hortalizas (ND),66.76,Índice
2005,Mayo,Nacional,Clase,117,Legumbres-Hortalizas (ND),3.18,Variación mensual
2005,Mayo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.07,Índice
2005,Mayo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.35,Variación mensual
2005,Mayo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.98,Índice
2005,Mayo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.26,Variación mensual
2005,Mayo,Nacional,Clase,121,"Café, té y cacao (ND)",44.47,Índice
2005,Mayo,Nacional,Clase,121,"Café, té y cacao (ND)",1.11,Variación mensual
2005,Mayo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.51,Índice
2005,Mayo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-0.64,Variación mensual
2005,Mayo,Nacional,División,1,Alimentos y bebidas no alcohólicas,59.35,Índice
2005,Mayo,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.64,Variación mensual
2005,Mayo,Nacional,Grupo,11,Alimentos,59.29,Índice
2005,Mayo,Nacional,Grupo,11,Alimentos,0.71,Variación mensual
2005,Mayo,Nacional,Grupo,12,Bebidas no alcohólicas,60.03,Índice
2005,Mayo,Nacional,Grupo,12,Bebidas no alcohólicas,-0.38,Variación mensual
2005,Junio,Nacional,Clase,111,Pan y cereales (ND),51.99,Índice
2005,Junio,Nacional,Clase,111,Pan y cereales (ND),-1.21,Variación mensual
2005,Junio,Nacional,Clase,112,Carne (ND),59.62,Índice
2005,Junio,Nacional,Clase,112,Carne (ND),0.52,Variación mensual
2005,Junio,Nacional,Clase,113,Pescado (ND),54.4,Índice
2005,Junio,Nacional,Clase,113,Pescado (ND),-5.07,Variación mensual
2005,Junio,Nacional,Clase,114,"Leche, queso y huevos (ND)",65.08,Índice
2005,Junio,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.78,Variación mensual
2005,Junio,Nacional,Clase,115,Aceites y grasas (ND),51.08,Índice
2005,Junio,Nacional,Clase,115,Aceites y grasas (ND),-0.11,Variación mensual
2005,Junio,Nacional,Clase,116,Frutas (ND),57.9,Índice
2005,Junio,Nacional,Clase,116,Frutas (ND),-2.32,Variación mensual
2005,Junio,Nacional,Clase,117,Legumbres-Hortalizas (ND),68.14,Índice
2005,Junio,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.07,Variación mensual
2005,Junio,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.09,Índice
2005,Junio,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0.03,Variación mensual
2005,Junio,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),61.53,Índice
2005,Junio,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.89,Variación mensual
2005,Junio,Nacional,Clase,121,"Café, té y cacao (ND)",45.14,Índice
2005,Junio,Nacional,Clase,121,"Café, té y cacao (ND)",1.51,Variación mensual
2005,Junio,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.74,Índice
2005,Junio,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.37,Variación mensual
2005,Junio,Nacional,División,1,Alimentos y bebidas no alcohólicas,59.27,Índice
2005,Junio,Nacional,División,1,Alimentos y bebidas no alcohólicas,-0.13,Variación mensual
2005,Junio,Nacional,Grupo,11,Alimentos,59.19,Índice
2005,Junio,Nacional,Grupo,11,Alimentos,-0.17,Variación mensual
2005,Junio,Nacional,Grupo,12,Bebidas no alcohólicas,60.35,Índice
2005,Junio,Nacional,Grupo,12,Bebidas no alcohólicas,0.54,Variación mensual
2005,Julio,Nacional,Clase,111,Pan y cereales (ND),51.18,Índice
2005,Julio,Nacional,Clase,111,Pan y cereales (ND),-1.56,Variación mensual
2005,Julio,Nacional,Clase,112,Carne (ND),58.86,Índice
2005,Julio,Nacional,Clase,112,Carne (ND),-1.28,Variación mensual
2005,Julio,Nacional,Clase,113,Pescado (ND),53.74,Índice
2005,Julio,Nacional,Clase,113,Pescado (ND),-1.2,Variación mensual
2005,Julio,Nacional,Clase,114,"Leche, queso y huevos (ND)",64.24,Índice
2005,Julio,Nacional,Clase,114,"Leche, queso y huevos (ND)",-1.29,Variación mensual
2005,Julio,Nacional,Clase,115,Aceites y grasas (ND),51.16,Índice
2005,Julio,Nacional,Clase,115,Aceites y grasas (ND),0.16,Variación mensual
2005,Julio,Nacional,Clase,116,Frutas (ND),58.39,Índice
2005,Julio,Nacional,Clase,116,Frutas (ND),0.85,Variación mensual
2005,Julio,Nacional,Clase,117,Legumbres-Hortalizas (ND),66.68,Índice
2005,Julio,Nacional,Clase,117,Legumbres-Hortalizas (ND),-2.15,Variación mensual
2005,Julio,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.07,Índice
2005,Julio,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.03,Variación mensual
2005,Julio,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),61.52,Índice
2005,Julio,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.01,Variación mensual
2005,Julio,Nacional,Clase,121,"Café, té y cacao (ND)",45.52,Índice
2005,Julio,Nacional,Clase,121,"Café, té y cacao (ND)",0.85,Variación mensual
2005,Julio,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.84,Índice
2005,Julio,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.16,Variación mensual
2005,Julio,Nacional,División,1,Alimentos y bebidas no alcohólicas,58.65,Índice
2005,Julio,Nacional,División,1,Alimentos y bebidas no alcohólicas,-1.06,Variación mensual
2005,Julio,Nacional,Grupo,11,Alimentos,58.51,Índice
2005,Julio,Nacional,Grupo,11,Alimentos,-1.15,Variación mensual
2005,Julio,Nacional,Grupo,12,Bebidas no alcohólicas,60.52,Índice
2005,Julio,Nacional,Grupo,12,Bebidas no alcohólicas,0.27,Variación mensual
2005,Agosto,Nacional,Clase,111,Pan y cereales (ND),50.76,Índice
2005,Agosto,Nacional,Clase,111,Pan y cereales (ND),-0.83,Variación mensual
2005,Agosto,Nacional,Clase,112,Carne (ND),58.17,Índice
2005,Agosto,Nacional,Clase,112,Carne (ND),-1.17,Variación mensual
2005,Agosto,Nacional,Clase,113,Pescado (ND),54.53,Índice
2005,Agosto,Nacional,Clase,113,Pescado (ND),1.46,Variación mensual
2005,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",64.5,Índice
2005,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.41,Variación mensual
2005,Agosto,Nacional,Clase,115,Aceites y grasas (ND),51.12,Índice
2005,Agosto,Nacional,Clase,115,Aceites y grasas (ND),-0.07,Variación mensual
2005,Agosto,Nacional,Clase,116,Frutas (ND),58.54,Índice
2005,Agosto,Nacional,Clase,116,Frutas (ND),0.27,Variación mensual
2005,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),64.78,Índice
2005,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),-2.85,Variación mensual
2005,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.26,Índice
2005,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0.35,Variación mensual
2005,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.07,Índice
2005,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-2.35,Variación mensual
2005,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",46.42,Índice
2005,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",1.96,Variación mensual
2005,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.51,Índice
2005,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-0.52,Variación mensual
2005,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,58.24,Índice
2005,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,-0.7,Variación mensual
2005,Agosto,Nacional,Grupo,11,Alimentos,58.08,Índice
2005,Agosto,Nacional,Grupo,11,Alimentos,-0.74,Variación mensual
2005,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,60.43,Índice
2005,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,-0.13,Variación mensual
2005,Septiembre,Nacional,Clase,111,Pan y cereales (ND),50.68,Índice
2005,Septiembre,Nacional,Clase,111,Pan y cereales (ND),-0.16,Variación mensual
2005,Septiembre,Nacional,Clase,112,Carne (ND),57.45,Índice
2005,Septiembre,Nacional,Clase,112,Carne (ND),-1.24,Variación mensual
2005,Septiembre,Nacional,Clase,113,Pescado (ND),55.15,Índice
2005,Septiembre,Nacional,Clase,113,Pescado (ND),1.14,Variación mensual
2005,Septiembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.49,Índice
2005,Septiembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",3.08,Variación mensual
2005,Septiembre,Nacional,Clase,115,Aceites y grasas (ND),51.07,Índice
2005,Septiembre,Nacional,Clase,115,Aceites y grasas (ND),-0.09,Variación mensual
2005,Septiembre,Nacional,Clase,116,Frutas (ND),58.47,Índice
2005,Septiembre,Nacional,Clase,116,Frutas (ND),-0.13,Variación mensual
2005,Septiembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),66.15,Índice
2005,Septiembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.13,Variación mensual
2005,Septiembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",54.92,Índice
2005,Septiembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.62,Variación mensual
2005,Septiembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.55,Índice
2005,Septiembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.8,Variación mensual
2005,Septiembre,Nacional,Clase,121,"Café, té y cacao (ND)",48.13,Índice
2005,Septiembre,Nacional,Clase,121,"Café, té y cacao (ND)",3.7,Variación mensual
2005,Septiembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.42,Índice
2005,Septiembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-0.15,Variación mensual
2005,Septiembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,58.59,Índice
2005,Septiembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.61,Variación mensual
2005,Septiembre,Nacional,Grupo,11,Alimentos,58.44,Índice
2005,Septiembre,Nacional,Grupo,11,Alimentos,0.62,Variación mensual
2005,Septiembre,Nacional,Grupo,12,Bebidas no alcohólicas,60.71,Índice
2005,Septiembre,Nacional,Grupo,12,Bebidas no alcohólicas,0.45,Variación mensual
2005,Octubre,Nacional,Clase,111,Pan y cereales (ND),51.12,Índice
2005,Octubre,Nacional,Clase,111,Pan y cereales (ND),0.88,Variación mensual
2005,Octubre,Nacional,Clase,112,Carne (ND),58.15,Índice
2005,Octubre,Nacional,Clase,112,Carne (ND),1.21,Variación mensual
2005,Octubre,Nacional,Clase,113,Pescado (ND),56.72,Índice
2005,Octubre,Nacional,Clase,113,Pescado (ND),2.85,Variación mensual
2005,Octubre,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.8,Índice
2005,Octubre,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.47,Variación mensual
2005,Octubre,Nacional,Clase,115,Aceites y grasas (ND),51.03,Índice
2005,Octubre,Nacional,Clase,115,Aceites y grasas (ND),-0.09,Variación mensual
2005,Octubre,Nacional,Clase,116,Frutas (ND),58.28,Índice
2005,Octubre,Nacional,Clase,116,Frutas (ND),-0.32,Variación mensual
2005,Octubre,Nacional,Clase,117,Legumbres-Hortalizas (ND),69.44,Índice
2005,Octubre,Nacional,Clase,117,Legumbres-Hortalizas (ND),4.96,Variación mensual
2005,Octubre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55,Índice
2005,Octubre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0.16,Variación mensual
2005,Octubre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.07,Índice
2005,Octubre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.8,Variación mensual
2005,Octubre,Nacional,Clase,121,"Café, té y cacao (ND)",47.5,Índice
2005,Octubre,Nacional,Clase,121,"Café, té y cacao (ND)",-1.33,Variación mensual
2005,Octubre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.72,Índice
2005,Octubre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.48,Variación mensual
2005,Octubre,Nacional,División,1,Alimentos y bebidas no alcohólicas,59.4,Índice
2005,Octubre,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.38,Variación mensual
2005,Octubre,Nacional,Grupo,11,Alimentos,59.29,Índice
2005,Octubre,Nacional,Grupo,11,Alimentos,1.47,Variación mensual
2005,Octubre,Nacional,Grupo,12,Bebidas no alcohólicas,60.82,Índice
2005,Octubre,Nacional,Grupo,12,Bebidas no alcohólicas,0.19,Variación mensual
2005,Noviembre,Nacional,Clase,111,Pan y cereales (ND),51.11,Índice
2005,Noviembre,Nacional,Clase,111,Pan y cereales (ND),-0.02,Variación mensual
2005,Noviembre,Nacional,Clase,112,Carne (ND),58.81,Índice
2005,Noviembre,Nacional,Clase,112,Carne (ND),1.14,Variación mensual
2005,Noviembre,Nacional,Clase,113,Pescado (ND),59.58,Índice
2005,Noviembre,Nacional,Clase,113,Pescado (ND),5.05,Variación mensual
2005,Noviembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.8,Índice
2005,Noviembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.01,Variación mensual
2005,Noviembre,Nacional,Clase,115,Aceites y grasas (ND),51.4,Índice
2005,Noviembre,Nacional,Clase,115,Aceites y grasas (ND),0.73,Variación mensual
2005,Noviembre,Nacional,Clase,116,Frutas (ND),59.13,Índice
2005,Noviembre,Nacional,Clase,116,Frutas (ND),1.46,Variación mensual
2005,Noviembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),69.79,Índice
2005,Noviembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),0.51,Variación mensual
2005,Noviembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",54.64,Índice
2005,Noviembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.67,Variación mensual
2005,Noviembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.04,Índice
2005,Noviembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.05,Variación mensual
2005,Noviembre,Nacional,Clase,121,"Café, té y cacao (ND)",48.66,Índice
2005,Noviembre,Nacional,Clase,121,"Café, té y cacao (ND)",2.45,Variación mensual
2005,Noviembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",61.51,Índice
2005,Noviembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-3.47,Variación mensual
2005,Noviembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,59.76,Índice
2005,Noviembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.61,Variación mensual
2005,Noviembre,Nacional,Grupo,11,Alimentos,59.78,Índice
2005,Noviembre,Nacional,Grupo,11,Alimentos,0.83,Variación mensual
2005,Noviembre,Nacional,Grupo,12,Bebidas no alcohólicas,59.29,Índice
2005,Noviembre,Nacional,Grupo,12,Bebidas no alcohólicas,-2.52,Variación mensual
2005,Diciembre,Nacional,Clase,111,Pan y cereales (ND),50.15,Índice
2005,Diciembre,Nacional,Clase,111,Pan y cereales (ND),-1.88,Variación mensual
2005,Diciembre,Nacional,Clase,112,Carne (ND),59.86,Índice
2005,Diciembre,Nacional,Clase,112,Carne (ND),1.78,Variación mensual
2005,Diciembre,Nacional,Clase,113,Pescado (ND),58.04,Índice
2005,Diciembre,Nacional,Clase,113,Pescado (ND),-2.58,Variación mensual
2005,Diciembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.56,Índice
2005,Diciembre,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.36,Variación mensual
2005,Diciembre,Nacional,Clase,115,Aceites y grasas (ND),51.32,Índice
2005,Diciembre,Nacional,Clase,115,Aceites y grasas (ND),-0.15,Variación mensual
2005,Diciembre,Nacional,Clase,116,Frutas (ND),61.88,Índice
2005,Diciembre,Nacional,Clase,116,Frutas (ND),4.66,Variación mensual
2005,Diciembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),71.38,Índice
2005,Diciembre,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.28,Variación mensual
2005,Diciembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",54.73,Índice
2005,Diciembre,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",0.18,Variación mensual
2005,Diciembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),59.93,Índice
2005,Diciembre,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.18,Variación mensual
2005,Diciembre,Nacional,Clase,121,"Café, té y cacao (ND)",48.65,Índice
2005,Diciembre,Nacional,Clase,121,"Café, té y cacao (ND)",-0.03,Variación mensual
2005,Diciembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",61.63,Índice
2005,Diciembre,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.2,Variación mensual
2005,Diciembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,60.17,Índice
2005,Diciembre,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.68,Variación mensual
