Año,Mes,'Series_IPC'[Ciudad],Nivel,Cód. CCIF,Descripción CCIF,'Indicadores_cuboIPC'[Indicador],'Filtro Indicador'[Indicador]
2024,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,0.997559396,Variación mensual
2024,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,2.035350872,Variación anual
2024,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,4.22597439,Variación acumulada
2024,Julio,Nacional,Producto,1142035,LECHE EN POLVO,110.873565,Índice
2024,Julio,Nacional,Producto,1142035,LECHE EN POLVO,-2.740832064,Variación mensual
2024,Julio,Nacional,Producto,1142035,LECHE EN POLVO,-0.248984477,Variación anual
2024,Julio,Nacional,Producto,1142035,LECHE EN POLVO,-4.528710751,Variación acumulada
2024,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,179.64012,Índice
2024,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,-1.207386057,Variación mensual
2024,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,13.22642178,Variación anual
2024,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,-2.179422544,Variación acumulada
2024,Julio,Nacional,Producto,1143037,YOGURT,125.4386411,Índice
2024,Julio,Nacional,Producto,1143037,YOGURT,1.266300797,Variación mensual
2024,Julio,Nacional,Producto,1143037,YOGURT,13.29256714,Variación anual
2024,Julio,Nacional,Producto,1143037,YOGURT,10.43054071,Variación acumulada
2024,Julio,Nacional,Producto,1144038,QUESO FRESCO,117.821182,Índice
2024,Julio,Nacional,Producto,1144038,QUESO FRESCO,-0.049091189,Variación mensual
2024,Julio,Nacional,Producto,1144038,QUESO FRESCO,0.350748283,Variación anual
2024,Julio,Nacional,Producto,1144038,QUESO FRESCO,3.355982501,Variación acumulada
2024,Julio,Nacional,Producto,1144039,QUESO DE MESA,123.4509749,Índice
2024,Julio,Nacional,Producto,1144039,QUESO DE MESA,-0.270554689,Variación mensual
2024,Julio,Nacional,Producto,1144039,QUESO DE MESA,4.595976649,Variación anual
2024,Julio,Nacional,Producto,1144039,QUESO DE MESA,2.1233537,Variación acumulada
2024,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,102.6758616,Índice
2024,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,-1.026833501,Variación mensual
2024,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,-8.200941292,Variación anual
2024,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,-15.85222461,Variación acumulada
2024,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,129.8310071,Índice
2024,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,0.453464272,Variación mensual
2024,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,-8.185004622,Variación anual
2024,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,-0.841536194,Variación acumulada
2024,Julio,Nacional,Producto,1151042,ACEITE PURO,110.0128307,Índice
2024,Julio,Nacional,Producto,1151042,ACEITE PURO,0.939059585,Variación mensual
2024,Julio,Nacional,Producto,1151042,ACEITE PURO,-15.30111727,Variación anual
2024,Julio,Nacional,Producto,1151042,ACEITE PURO,-13.02899852,Variación acumulada
2024,Julio,Nacional,Producto,1152043,MARGARINA,86.81244361,Índice
2024,Julio,Nacional,Producto,1152043,MARGARINA,2.939191983,Variación mensual
2024,Julio,Nacional,Producto,1152043,MARGARINA,-5.580538727,Variación anual
2024,Julio,Nacional,Producto,1152043,MARGARINA,-0.365392098,Variación acumulada
2024,Julio,Nacional,Producto,1152044,MANTEQUILLA,127.0563721,Índice
2024,Julio,Nacional,Producto,1152044,MANTEQUILLA,-0.069591353,Variación mensual
2024,Julio,Nacional,Producto,1152044,MANTEQUILLA,-0.833257722,Variación anual
2024,Julio,Nacional,Producto,1152044,MANTEQUILLA,0.416123745,Variación acumulada
2024,Julio,Nacional,Producto,1152045,MANTECA,106.480998,Índice
2024,Julio,Nacional,Producto,1152045,MANTECA,-0.566957066,Variación mensual
2024,Julio,Nacional,Producto,1152045,MANTECA,-6.44352567,Variación anual
2024,Julio,Nacional,Producto,1152045,MANTECA,-0.176112848,Variación acumulada
2024,Julio,Nacional,Producto,1161046,AGUACATE,153.3600848,Índice
2024,Julio,Nacional,Producto,1161046,AGUACATE,10.13260067,Variación mensual
2024,Julio,Nacional,Producto,1161046,AGUACATE,13.54733125,Variación anual
2024,Julio,Nacional,Producto,1161046,AGUACATE,22.05151152,Variación acumulada
2024,Julio,Nacional,Producto,1161047,BANANA,112.3811323,Índice
2024,Julio,Nacional,Producto,1161047,BANANA,1.546694513,Variación mensual
2024,Julio,Nacional,Producto,1161047,BANANA,7.543877005,Variación anual
2024,Julio,Nacional,Producto,1161047,BANANA,-4.314057971,Variación acumulada
2024,Julio,Nacional,Producto,1161048,LIMÓN,89.02085749,Índice
2024,Julio,Nacional,Producto,1161048,LIMÓN,-9.23652587,Variación mensual
2024,Julio,Nacional,Producto,1161048,LIMÓN,-7.095782916,Variación anual
2024,Julio,Nacional,Producto,1161048,LIMÓN,14.59395567,Variación acumulada
2024,Julio,Nacional,Producto,1161049,MANDARINA,102.7274848,Índice
2024,Julio,Nacional,Producto,1161049,MANDARINA,-3.829551901,Variación mensual
2024,Julio,Nacional,Producto,1161049,MANDARINA,7.401648355,Variación anual
2024,Julio,Nacional,Producto,1161049,MANDARINA,14.00317323,Variación acumulada
2024,Julio,Nacional,Producto,1161050,NARANJA,128.0831558,Índice
2024,Julio,Nacional,Producto,1161050,NARANJA,-1.426887601,Variación mensual
2024,Julio,Nacional,Producto,1161050,NARANJA,33.07224226,Variación anual
2024,Julio,Nacional,Producto,1161050,NARANJA,26.25193107,Variación acumulada
2024,Julio,Nacional,Producto,1161051,NARANJILLA,128.5892361,Índice
2024,Julio,Nacional,Producto,1161051,NARANJILLA,-1.630480191,Variación mensual
2024,Julio,Nacional,Producto,1161051,NARANJILLA,0.839159091,Variación anual
2024,Julio,Nacional,Producto,1161051,NARANJILLA,7.884101487,Variación acumulada
2024,Julio,Nacional,Producto,1161052,PAPAYA,120.6234173,Índice
2024,Julio,Nacional,Producto,1161052,PAPAYA,3.663738352,Variación mensual
2024,Julio,Nacional,Producto,1161052,PAPAYA,12.84093878,Variación anual
2024,Julio,Nacional,Producto,1161052,PAPAYA,11.58591592,Variación acumulada
2024,Julio,Nacional,Producto,1161053,PIÑA,103.0544374,Índice
2024,Julio,Nacional,Producto,1161053,PIÑA,2.385759805,Variación mensual
2024,Julio,Nacional,Producto,1161053,PIÑA,5.914191491,Variación anual
2024,Julio,Nacional,Producto,1161053,PIÑA,7.39171301,Variación acumulada
2024,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,114.1147578,Índice
2024,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,-0.542460399,Variación mensual
2024,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,-12.83242664,Variación anual
2024,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,-25.92057031,Variación acumulada
2024,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,115.3465019,Índice
2024,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,4.881517907,Variación mensual
2024,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,-17.19558682,Variación anual
2024,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,-21.03393234,Variación acumulada
2024,Julio,Nacional,Producto,1161056,UVAS,108.3718519,Índice
2024,Julio,Nacional,Producto,1161056,UVAS,-1.507299341,Variación mensual
2024,Julio,Nacional,Producto,1161056,UVAS,4.675041615,Variación anual
2024,Julio,Nacional,Producto,1161056,UVAS,0.334526842,Variación acumulada
2024,Julio,Nacional,Producto,1161057,MELÓN,78.11855435,Índice
2024,Julio,Nacional,Producto,1161057,MELÓN,0.836745239,Variación mensual
2024,Julio,Nacional,Producto,1161057,MELÓN,-18.50164489,Variación anual
2024,Julio,Nacional,Producto,1161057,MELÓN,-2.718650788,Variación acumulada
2024,Julio,Nacional,Producto,1161058,MORA,109.4163366,Índice
2024,Julio,Nacional,Producto,1161058,MORA,-2.230023634,Variación mensual
2024,Julio,Nacional,Producto,1161058,MORA,9.198546312,Variación anual
2024,Julio,Nacional,Producto,1161058,MORA,15.83809032,Variación acumulada
2024,Julio,Nacional,Producto,1161059,MANZANA,122.5638676,Índice
2024,Julio,Nacional,Producto,1161059,MANZANA,-2.768419834,Variación mensual
2024,Julio,Nacional,Producto,1161059,MANZANA,2.64268528,Variación anual
2024,Julio,Nacional,Producto,1161059,MANZANA,-0.86427393,Variación acumulada
2024,Julio,Nacional,Producto,1161060,MARACUYÁ,133.5839726,Índice
2024,Julio,Nacional,Producto,1161060,MARACUYÁ,3.030642064,Variación mensual
2024,Julio,Nacional,Producto,1161060,MARACUYÁ,-1.9112242,Variación anual
2024,Julio,Nacional,Producto,1161060,MARACUYÁ,35.58866946,Variación acumulada
2024,Julio,Nacional,Producto,1161061,SANDÍA,82.83515863,Índice
2024,Julio,Nacional,Producto,1161061,SANDÍA,-1.485003321,Variación mensual
2024,Julio,Nacional,Producto,1161061,SANDÍA,-11.03956759,Variación anual
2024,Julio,Nacional,Producto,1161061,SANDÍA,-0.958962755,Variación acumulada
2024,Julio,Nacional,Producto,1161062,FRUTILLA,92.62033284,Índice
2024,Julio,Nacional,Producto,1161062,FRUTILLA,1.485504015,Variación mensual
2024,Julio,Nacional,Producto,1161062,FRUTILLA,7.664913604,Variación anual
2024,Julio,Nacional,Producto,1161062,FRUTILLA,3.862087631,Variación acumulada
2024,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,149.9835145,Índice
2024,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,-0.24781928,Variación mensual
2024,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,-2.947172303,Variación anual
2024,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,-1.391039826,Variación acumulada
2024,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,91.03554827,Índice
2024,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,0.018005593,Variación mensual
2024,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,-0.085711207,Variación anual
2024,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,2.002392054,Variación acumulada
2024,Julio,Nacional,Producto,1162065,MANÍ,145.2355379,Índice
2024,Julio,Nacional,Producto,1162065,MANÍ,1.021393362,Variación mensual
2024,Julio,Nacional,Producto,1162065,MANÍ,8.338624521,Variación anual
2024,Julio,Nacional,Producto,1162065,MANÍ,3.459920094,Variación acumulada
2024,Julio,Nacional,Producto,1171066,AJO,140.7950136,Índice
2024,Julio,Nacional,Producto,1171066,AJO,0.298138443,Variación mensual
2024,Julio,Nacional,Producto,1171066,AJO,16.35930067,Variación anual
2024,Julio,Nacional,Producto,1171066,AJO,15.89849268,Variación acumulada
2024,Julio,Nacional,Producto,1171067,ACELGA,130.8294712,Índice
2024,Julio,Nacional,Producto,1171067,ACELGA,-0.178570152,Variación mensual
2024,Julio,Nacional,Producto,1171067,ACELGA,3.940219456,Variación anual
2024,Julio,Nacional,Producto,1171067,ACELGA,1.5178934,Variación acumulada
2024,Julio,Nacional,Producto,1171068,BRÓCOLI,111.3811894,Índice
2024,Julio,Nacional,Producto,1171068,BRÓCOLI,-6.710607383,Variación mensual
2024,Julio,Nacional,Producto,1171068,BRÓCOLI,-8.615199452,Variación anual
2024,Julio,Nacional,Producto,1171068,BRÓCOLI,7.546687758,Variación acumulada
2024,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,107.201251,Índice
2024,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,-2.569113358,Variación mensual
2024,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,5.986046153,Variación anual
2024,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,-5.374799731,Variación acumulada
2024,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,163.9742486,Índice
2024,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,-0.676042107,Variación mensual
2024,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,-21.24650286,Variación anual
2024,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,32.01669852,Variación acumulada
2024,Julio,Nacional,Producto,1171071,CHOCLO,105.7979286,Índice
2024,Julio,Nacional,Producto,1171071,CHOCLO,-0.448745852,Variación mensual
2024,Julio,Nacional,Producto,1171071,CHOCLO,-3.522128149,Variación anual
2024,Julio,Nacional,Producto,1171071,CHOCLO,-8.17841625,Variación acumulada
2024,Julio,Nacional,Producto,1171072,COL,131.6405033,Índice
2024,Julio,Nacional,Producto,1171072,COL,-5.613631454,Variación mensual
2024,Julio,Nacional,Producto,1171072,COL,9.167390479,Variación anual
2024,Julio,Nacional,Producto,1171072,COL,6.714885264,Variación acumulada
2024,Julio,Nacional,Producto,1171073,COLIFLOR,140.8183405,Índice
2024,Julio,Nacional,Producto,1171073,COLIFLOR,0.721693728,Variación mensual
2024,Julio,Nacional,Producto,1171073,COLIFLOR,-2.955181309,Variación anual
2024,Julio,Nacional,Producto,1171073,COLIFLOR,5.84271735,Variación acumulada
2024,Julio,Nacional,Producto,1171074,LECHUGA,134.0645052,Índice
2024,Julio,Nacional,Producto,1171074,LECHUGA,-13.98492909,Variación mensual
2024,Julio,Nacional,Producto,1171074,LECHUGA,-3.297645772,Variación anual
2024,Julio,Nacional,Producto,1171074,LECHUGA,3.455840496,Variación acumulada
2024,Julio,Nacional,Producto,1171075,PEPINILLO,100.2137865,Índice
2024,Julio,Nacional,Producto,1171075,PEPINILLO,-6.040900181,Variación mensual
2024,Julio,Nacional,Producto,1171075,PEPINILLO,-11.59946768,Variación anual
2024,Julio,Nacional,Producto,1171075,PEPINILLO,-3.732304394,Variación acumulada
2024,Julio,Nacional,Producto,1171076,PIMIENTO,130.1045962,Índice
2024,Julio,Nacional,Producto,1171076,PIMIENTO,-9.667085066,Variación mensual
2024,Julio,Nacional,Producto,1171076,PIMIENTO,-7.027939126,Variación anual
2024,Julio,Nacional,Producto,1171076,PIMIENTO,-0.132812266,Variación acumulada
2024,Julio,Nacional,Producto,1171077,REMOLACHA,104.0392876,Índice
2024,Julio,Nacional,Producto,1171077,REMOLACHA,1.116399148,Variación mensual
2024,Julio,Nacional,Producto,1171077,REMOLACHA,-0.928506814,Variación anual
2024,Julio,Nacional,Producto,1171077,REMOLACHA,8.959514337,Variación acumulada
2024,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,97.76311614,Índice
2024,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,3.21236419,Variación mensual
2024,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,-0.683647594,Variación anual
2024,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,5.777680265,Variación acumulada
2024,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,116.320761,Índice
2024,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,1.785653212,Variación mensual
2024,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,-9.701369415,Variación anual
2024,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,0.171174927,Variación acumulada
2024,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,135.1601626,Índice
2024,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,7.270325429,Variación mensual
2024,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,-15.42696691,Variación anual
2024,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,19.81374251,Variación acumulada
2024,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,104.5971443,Índice
2024,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,0.521398519,Variación mensual
2024,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,-2.224315527,Variación anual
2024,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,-3.497089536,Variación acumulada
2024,Julio,Nacional,Producto,1171082,HABA TIERNA,112.5394865,Índice
2024,Julio,Nacional,Producto,1171082,HABA TIERNA,0.546922991,Variación mensual
2024,Julio,Nacional,Producto,1171082,HABA TIERNA,1.313166736,Variación anual
2024,Julio,Nacional,Producto,1171082,HABA TIERNA,2.315732154,Variación acumulada
2024,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,126.1836886,Índice
2024,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,1.971490818,Variación mensual
2024,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,0.68010876,Variación anual
2024,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,-0.368756648,Variación acumulada
2024,Julio,Nacional,Producto,1172084,PAPA,115.3367263,Índice
2024,Julio,Nacional,Producto,1172084,PAPA,2.762528889,Variación mensual
2024,Julio,Nacional,Producto,1172084,PAPA,16.94516413,Variación anual
2024,Julio,Nacional,Producto,1172084,PAPA,-1.673371975,Variación acumulada
2024,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,125.270269,Índice
2024,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,2.398176062,Variación mensual
2024,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,3.915204841,Variación anual
2024,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,5.971388185,Variación acumulada
2024,Julio,Nacional,Producto,1172086,MELLOCO,101.828205,Índice
2024,Julio,Nacional,Producto,1172086,MELLOCO,-0.723196361,Variación mensual
2024,Julio,Nacional,Producto,1172086,MELLOCO,-8.753848395,Variación anual
2024,Julio,Nacional,Producto,1172086,MELLOCO,-13.55813142,Variación acumulada
2024,Julio,Nacional,Producto,1173087,FRÉJOL SECO,120.5638775,Índice
2024,Julio,Nacional,Producto,1173087,FRÉJOL SECO,0.686883367,Variación mensual
2024,Julio,Nacional,Producto,1173087,FRÉJOL SECO,-2.302011288,Variación anual
2024,Julio,Nacional,Producto,1173087,FRÉJOL SECO,1.047141332,Variación acumulada
2024,Julio,Nacional,Producto,1173088,LENTEJA,152.4327728,Índice
2024,Julio,Nacional,Producto,1173088,LENTEJA,0.482290827,Variación mensual
2024,Julio,Nacional,Producto,1173088,LENTEJA,10.17596318,Variación anual
2024,Julio,Nacional,Producto,1173088,LENTEJA,12.24384249,Variación acumulada
2024,Julio,Nacional,Producto,1173089,ARVEJA SECA,97.13809653,Índice
2024,Julio,Nacional,Producto,1173089,ARVEJA SECA,-0.11889078,Variación mensual
2024,Julio,Nacional,Producto,1173089,ARVEJA SECA,0.636666393,Variación anual
2024,Julio,Nacional,Producto,1173089,ARVEJA SECA,-0.102620056,Variación acumulada
2024,Julio,Nacional,Producto,1173090,MOTE,120.2907437,Índice
2024,Julio,Nacional,Producto,1173090,MOTE,0.283393238,Variación mensual
2024,Julio,Nacional,Producto,1173090,MOTE,5.2403792,Variación anual
2024,Julio,Nacional,Producto,1173090,MOTE,0.079081206,Variación acumulada
2024,Julio,Nacional,Producto,1181091,AZÚCAR,115.3925976,Índice
2024,Julio,Nacional,Producto,1181091,AZÚCAR,-0.130476842,Variación mensual
2024,Julio,Nacional,Producto,1181091,AZÚCAR,1.30707227,Variación anual
2024,Julio,Nacional,Producto,1181091,AZÚCAR,-1.723860645,Variación acumulada
2024,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,113.1216549,Índice
2024,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,1.394052201,Variación mensual
2024,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,0.442605397,Variación anual
2024,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,-0.183769112,Variación acumulada
2024,Julio,Nacional,Producto,1182093,CARAMELOS,114.0837925,Índice
2024,Julio,Nacional,Producto,1182093,CARAMELOS,-5.868017279,Variación mensual
2024,Julio,Nacional,Producto,1182093,CARAMELOS,-3.180886288,Variación anual
2024,Julio,Nacional,Producto,1182093,CARAMELOS,-2.786876459,Variación acumulada
2024,Julio,Nacional,Producto,1182094,CHOCOLATES,121.9125757,Índice
2024,Julio,Nacional,Producto,1182094,CHOCOLATES,0.33998231,Variación mensual
2024,Julio,Nacional,Producto,1182094,CHOCOLATES,2.553464496,Variación anual
2024,Julio,Nacional,Producto,1182094,CHOCOLATES,2.667294602,Variación acumulada
2024,Julio,Nacional,Producto,1182095,CHICLE,104.3191604,Índice
2024,Julio,Nacional,Producto,1182095,CHICLE,-0.404853806,Variación mensual
2024,Julio,Nacional,Producto,1182095,CHICLE,2.191577099,Variación anual
2024,Julio,Nacional,Producto,1182095,CHICLE,1.275621945,Variación acumulada
2024,Julio,Nacional,Producto,1182096,HELADOS,121.1517017,Índice
2024,Julio,Nacional,Producto,1182096,HELADOS,2.682050403,Variación mensual
2024,Julio,Nacional,Producto,1182096,HELADOS,9.577073182,Variación anual
2024,Julio,Nacional,Producto,1182096,HELADOS,4.506709551,Variación acumulada
2024,Julio,Nacional,Producto,1191097,SAL,116.5662511,Índice
2024,Julio,Nacional,Producto,1191097,SAL,2.095649894,Variación mensual
2024,Julio,Nacional,Producto,1191097,SAL,0.331959465,Variación anual
2024,Julio,Nacional,Producto,1191097,SAL,1.878755345,Variación acumulada
2024,Julio,Nacional,Producto,1191098,CULANTRO,141.7555004,Índice
2024,Julio,Nacional,Producto,1191098,CULANTRO,-8.58439031,Variación mensual
2024,Julio,Nacional,Producto,1191098,CULANTRO,-13.49681465,Variación anual
2024,Julio,Nacional,Producto,1191098,CULANTRO,2.10940564,Variación acumulada
2024,Julio,Nacional,Producto,1192099,MAYONESA,111.038918,Índice
2024,Julio,Nacional,Producto,1192099,MAYONESA,-3.093916973,Variación mensual
2024,Julio,Nacional,Producto,1192099,MAYONESA,-4.584074541,Variación anual
2024,Julio,Nacional,Producto,1192099,MAYONESA,-0.939931465,Variación acumulada
2024,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,109.306226,Índice
2024,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,-3.401937051,Variación mensual
2024,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,-0.562455422,Variación anual
2024,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,-0.971013161,Variación acumulada
2024,Julio,Nacional,Producto,1192101,MOSTAZA,123.6683663,Índice
2024,Julio,Nacional,Producto,1192101,MOSTAZA,-1.414641511,Variación mensual
2024,Julio,Nacional,Producto,1192101,MOSTAZA,0.64613734,Variación anual
2024,Julio,Nacional,Producto,1192101,MOSTAZA,-1.524588176,Variación acumulada
2024,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,121.101435,Índice
2024,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,5.25031899,Variación mensual
2024,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,11.28805328,Variación anual
2024,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,4.403473496,Variación acumulada
2024,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,153.0417226,Índice
2024,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,-0.923598046,Variación mensual
2024,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,-4.865044315,Variación anual
2024,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,8.43928391,Variación acumulada
2024,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,125.5659728,Índice
2024,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,1.019849407,Variación mensual
2024,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,3.241101368,Variación anual
2024,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,0.110743195,Variación acumulada
2024,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,109.073973,Índice
2024,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,0.191229369,Variación mensual
2024,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,-5.355534502,Variación anual
2024,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,0.342319386,Variación acumulada
2024,Julio,Nacional,Producto,1193106,SNACKS,123.0013014,Índice
2024,Julio,Nacional,Producto,1193106,SNACKS,-0.145112938,Variación mensual
2024,Julio,Nacional,Producto,1193106,SNACKS,5.527371407,Variación anual
2024,Julio,Nacional,Producto,1193106,SNACKS,4.455186028,Variación acumulada
2024,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,115.788671,Índice
2024,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,-4.187049579,Variación mensual
2024,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,-2.370712803,Variación anual
2024,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,-5.040973462,Variación acumulada
2024,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,123.9029696,Índice
2024,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,-2.59338297,Variación mensual
2024,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,2.009185809,Variación anual
2024,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,2.434282217,Variación acumulada
2024,Julio,Nacional,Producto,1211109,COCOA,104.6400228,Índice
2024,Julio,Nacional,Producto,1211109,COCOA,-2.441358264,Variación mensual
2024,Julio,Nacional,Producto,1211109,COCOA,-2.884553182,Variación anual
2024,Julio,Nacional,Producto,1211109,COCOA,1.22602852,Variación acumulada
2024,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,105.909797,Índice
2024,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,0.281567133,Variación mensual
2024,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,-1.181580799,Variación anual
2024,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,-0.903067983,Variación acumulada
2024,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,138.8448686,Índice
2024,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,0.995882757,Variación mensual
2024,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,4.882768195,Variación anual
2024,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,4.41949671,Variación acumulada
2024,Julio,Nacional,Producto,1221112,GASEOSA,138.5091754,Índice
2024,Julio,Nacional,Producto,1221112,GASEOSA,-0.932864071,Variación mensual
2024,Julio,Nacional,Producto,1221112,GASEOSA,-0.661245735,Variación anual
2024,Julio,Nacional,Producto,1221112,GASEOSA,-0.438548342,Variación acumulada
2024,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,88.38901843,Índice
2024,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,1.563306938,Variación mensual
2024,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,-0.544345904,Variación anual
2024,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,1.439361334,Variación acumulada
2024,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,127.6618715,Índice
2024,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,-0.07718176,Variación mensual
2024,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,12.32120129,Variación anual
2024,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,9.74214804,Variación acumulada
2024,Julio,Nacional,Producto,1221115,REFRESCOS,129.3248992,Índice
2024,Julio,Nacional,Producto,1221115,REFRESCOS,-0.058130526,Variación mensual
2024,Julio,Nacional,Producto,1221115,REFRESCOS,12.94434007,Variación anual
